timestamp,willowSubNo,Paycode,movieCheck,nounTrainingTime,verbTrainingTime,refreshTrainingTime,trialNo,stimNo,sentType,changeType,sentOrder,questionType,agent,verb,patient,distractorType,distractor,Response,wasCorrect,wasError,wordResponseA,wordResponseB,testSequence
1.39084E+12,willowSubNo,Paycode,movieCheck,nounTrainingTime,verbTrainingTime,refreshTrainingTime,trialNo,stimNo,sentType,changeType,sentOrder,questionType,agent,verb,patient,distractorType,distractor,Response,wasCorrect,wasError,wordResponseA,wordResponseB,testSequence
1.39084E+12,willowSubNo,Paycode,movieCheck,nounTrainingTime,verbTrainingTime,refreshTrainingTime,trialNo,stimNo,sentType,changeType,sentOrder,questionType,agent,verb,patient,distractorType,distractor,Response,wasCorrect,wasError,wordResponseA,wordResponseB,testSequence
1.39084E+12,willowSubNo,Paycode,movieCheck,nounTrainingTime,verbTrainingTime,refreshTrainingTime,trialNo,stimNo,sentType,changeType,sentOrder,questionType,agent,verb,patient,distractorType,distractor,Response,wasCorrect,wasError,wordResponseA,wordResponseB,testSequence
1.39084E+12,willowSubNo,Paycode,movieCheck,nounTrainingTime,verbTrainingTime,refreshTrainingTime,trialNo,stimNo,sentType,changeType,sentOrder,questionType,agent,verb,patient,distractorType,distractor,Response,wasCorrect,wasError,wordResponseA,wordResponseB,testSequence
1.39084E+12,willowSubNo,Paycode,movieCheck,nounTrainingTime,verbTrainingTime,refreshTrainingTime,trialNo,stimNo,sentType,changeType,sentOrder,questionType,agent,verb,patient,distractorType,distractor,Response,wasCorrect,wasError,wordResponseA,wordResponseB,testSequence
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,0,18,AO,Distractor,SVO,Passive,Fireman,Push,Boy,P,Girl,Yes,0,0,1,1,Was the girl pushed by the fireman?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,1,36,AI,Same,SV,Active,Old Lady,Move,NA,A,Fireman,Yes,1,0,0,1,Did the old lady move ?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,2,4,AO,Reversal,SOV,Passive,Old Lady,Kick,Girl,A,Fireman,Yes,0,0,3,3,Was the old lady kicked by the girl?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,3,44,IO,Reversal,SOV,Passive,Girl,Kiss,Ball,V,Rub,Yes,0,0,2,4,Was the girl kissed by the ball?
1.39084E+12,3,g2c0e1d626c3,Young girl handing another young girl some balloons,10,12,NA,0,33,AI,Reversal,SV,Active,Fireman,Jump,NA,A,Girl,Yes,0,0,1,2,Did the na jump the fireman?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,4,67,II,Reversal,SV,Active,Heart,Jump,NA,V,Move,No,1,0,2,3,Did the na jump the heart?
1.39084E+12,3,g2c0e1d626c3,Young girl handing another young girl some balloons,10,12,NA,1,39,IO,Same,SVO,Active,Boy,Elbow,Car,P,Star,No,0,0,1,0,Did the boy elbow the car?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,5,7,AO,Reversal,SVO,Active,Boy,Kiss,Fireman,A,Girl,No,1,0,2,0,Did the fireman kiss the boy?
1.39084E+12,3,g2c0e1d626c3,Young girl handing another young girl some balloons,10,12,NA,2,4,AO,Same,SVO,Passive,Old Lady,Kick,Girl,A,Fireman,No,0,0,2,1,Was the girl kicked by the old lady?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,6,47,IO,Same,SVO,Active,Fireman,Lift,Car,V,Push,Yes,1,0,4,2,Did the fireman lift the car?
1.39084E+12,3,g2c0e1d626c3,Young girl handing another young girl some balloons,10,12,NA,3,2,AO,Same,SVO,Active,Old Lady,Elbow,Boy,V,Kiss,Yes,1,0,1,0,Did the old lady elbow the boy?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,7,63,II,Same,SV,Active,Heart,Fall,NA,A,Ball,Yes,1,0,0,3,Did the heart fall ?
1.39084E+12,3,g2c0e1d626c3,Young girl handing another young girl some balloons,10,12,NA,4,22,AO,Distractor,SOV,Passive,Fireman,Poke,Old Lady,A,Boy,Yes,0,0,2,0,Was the old lady poked by the boy?
1.39084E+12,2,c37a94bf7fc2,two girls passing ballons,8,12,NA,8,15,AO,Distractor,SVO,Passive,Old Lady,Rub,Fireman,P,Boy,Yes,0,0,4,1,Was the boy rubbed by the old lady?
