Subject,Trial Number,Type of Action,Object Type,GestureCondition,Word Order,Exclude,Spatial Cue,Randomizer,Randomizer Set,Clipped Movie File,Event,Word Order.Recode,Exclude.Recode,Spatial Cue.Recode,Used ASL,"""Embodied"" in some way",Comments,Spatial.Cue.Katy
36,20,Transitive,Person,Case,SOV,,1,0.305304857,21,Spatial_Clipped_262,Girl throws old lady,SOV,,1,,,,NA
36,21,Intransitive,None,Case,SV,,0,0.588760222,21,Spatial_Clipped_263,Star jumps,SV,,1,,,,NA
36,22,Intransitive,None,Case,SV,,0,0.588760222,21,Spatial_Clipped_263,Fireman falls,SV, ,1,,,,NA
36,23,Intransitive,None,Case,SV,,0,0.588760222,21,Spatial_Clipped_263,Heart falls,SV,,1,,,,NA
36,24,Transitive,Object,Case,SOV,,1,0.588760222,21,Spatial_Clipped_263,Boy pokes heart,SOV,,1,,,,NA
36,25,Transitive,Object,Case,SOV,,1,0.945534309,21,Spatial_Clipped_264,Fireman lifts car,SOV,,1,,,,NA
36,26,Transitive,Person,Case,SOV,,1,0.945534309,21,Spatial_Clipped_264,Old lady pokes fireman,SOV,,1,,,,NA
36,27,Intransitive,None,Case,SV,,0,0.945534309,21,Spatial_Clipped_264,Girl tumbles,SV,,1,,,,NA
36,28,Transitive,Person,Case,SOV,,1,0.945534309,21,Spatial_Clipped_264,Girl kisses boy,SOV,,1,,,,NA
36,5,Transitive,Object,Free,VO,,0,0.848820152,21,Spatial_Clipped_253,Boy kicks ball,VO,X,0,,E,,NA
36,6,Transitive,Object,Free,SVO,,0,0.848820152,21,Spatial_Clipped_253,Girl pushes car,SVO,,0,,E,,NA
36,7,Intransitive,None,Free,SV,,0,0.848820152,21,Spatial_Clipped_253,Old lady jumps,SV,,0,,E,,NA
36,8,Transitive,Person,Free,SVO,,0,0.848820152,21,Spatial_Clipped_253,Fireman pushes boy,SVO,,0,,E,,NA
36,9,Transitive,Object,Free,SVO,,0,0.621457334,21,Spatial_Clipped_254,Old lady elbows ball,SOV,,0,,E,,NA
36,10,Intransitive,None,Free,SV,,0,0.621457334,21,Spatial_Clipped_254,Car tumbles,SV,,0,,,,NA
36,11,Transitive,Object,Free,SVO,,0,0.621457334,21,Spatial_Clipped_254,Girl rubs heart,SVO,,0,,E,,NA
36,12,Transitive,Person,Free,SVO,,0,0.621457334,21,Spatial_Clipped_254,Boy lifts girl,SVO,,0,,E,,NA
36,13,Transitive,Object,Free,SVO,,0,0.304193033,21,Spatial_Clipped_255,Fireman throws star,SVO,,0,,E,,NA
36,14,Intransitive,None,Free,SV,,0,0.304193033,21,Spatial_Clipped_255,Ball rolls,SV,,0,,,,NA
36,15,Transitive,Person,Free,SV,1,0,0.304193033,21,Spatial_Clipped_255,Girl elbows old lady,SV,X,0,,E,,NA
36,16,Intransitive,None,Free,SV,,0,0.304193033,21,Spatial_Clipped_255,Boy skates,SV,,0,,E,,NA
36,17,Transitive,Person,Free,SVO,,0,0.792063456,21,Spatial_Clipped_256,Fireman kicks girl,SVO,,0,,E,,NA
36,18,Transitive,Object,Free,SOV,,1,0.792063456,21,Spatial_Clipped_256,Old lady kisses star,SOV,,0,,E,,NA
36,19,Transitive,Person,Free,SVO,,0,0.792063456,21,Spatial_Clipped_256,Old lady rubs fireman,SVO,,0,,E,,NA
36,20,Transitive,Person,Free,SVO,,0,0.792063456,21,Spatial_Clipped_256,Girl throws old lady,SVO,,0,,E,,NA
36,21,Intransitive,None,Free,SV,,0,0.693663217,21,Spatial_Clipped_257,Star jumps,SV,,0,,,,NA
36,22,Intransitive,None,Free,SV,,0,0.693663217,21,Spatial_Clipped_257,Fireman falls,SV,,1,,,,NA
36,23,Intransitive,None,Free,SV,,0,0.693663217,21,Spatial_Clipped_257,Heart falls,SV,,1,,,,NA
36,24,Transitive,Object,Free,SVO,,0,0.693663217,21,Spatial_Clipped_257,Boy pokes heart,SVO,,0,,E,,NA
36,25,Transitive,Object,Free,SVO,,0,0.776666318,21,Spatial_Clipped_258,Fireman lifts car,SVO,,0,,E,,NA
36,26,Transitive,Person,Free,SVO,,0,0.776666318,21,Spatial_Clipped_258,Old lady pokes fireman,SVO,,0,,E,,NA
36,27,Intransitive,None,Free,SV,,0,0.776666318,21,Spatial_Clipped_258,Girl tumbles,SV,,0,,,,NA
36,28,Transitive,Person,Free,SVO,,0,0.776666318,21,Spatial_Clipped_258,Girl kisses boy,SVO,,0,,E,,NA
37,5,Transitive,Person,Case,SOV,,1,0.817994093,22,Spatial_Clipped_271,Girl kisses boy,SOV,,1,,,,NA
37,6,Intransitive,None,Case,SV,,0,0.817994093,22,Spatial_Clipped_271,Girl tumbles,SV,,1,,,,NA
37,7,Transitive,Person,Case,SOV,,1,0.817994093,22,Spatial_Clipped_271,Old lady pokes fireman,SOV,,1,,,,NA
37,8,Transitive,Object,Case,SOV,?,1,0.817994093,22,Spatial_Clipped_271,Fireman lifts car,OV,X,0,,,,NA
37,9,Transitive,Object,Case,SOV,,1,0.072773654,22,Spatial_Clipped_272,Boy pokes heart,SOV,,1,,E,,NA
37,10,Intransitive,None,Case,SV,,0,0.072773654,22,Spatial_Clipped_272,Heart falls,SV,,0,,,,NA
37,11,Intransitive,None,Case,SV,,0,0.072773654,22,Spatial_Clipped_272,Fireman falls,SV,,1,,,,NA
37,12,Intransitive,None,Case,SV,,0,0.072773654,22,Spatial_Clipped_272,Star jumps,SV,,0,,,,NA
37,13,Transitive,Person,Case,SVO,,0,0.772597008,22,Spatial_Clipped_273,Girl throws old lady,SVO,,0,,,,NA
37,14,Transitive,Person,Case,SVOV,1,0,0.772597008,22,Spatial_Clipped_273,Old lady rubs fireman,SVOV,,0,,,,NA
37,15,Transitive,Object,Case,SOV,,1,0.772597008,22,Spatial_Clipped_273,Old lady kisses star,SOV,,0,,,,NA
37,16,Transitive,Person,Case,SVOV,1,0,0.772597008,22,Spatial_Clipped_273,Fireman kicks girl,SVOV,,0,,,,NA
37,17,Intransitive,None,Case,SV,,0,0.430384891,22,Spatial_Clipped_274,Boy skates,SV,,0,,,,NA
37,18,Transitive,Person,Case,?,1,0,0.430384891,22,Spatial_Clipped_274,Girl elbows old lady,SOV,,1,,,,NA
37,19,Intransitive,None,Case,SV,,0,0.430384891,22,Spatial_Clipped_274,Ball rolls,SV,,0,,,,NA
37,20,Transitive,Object,Case,SOV,,1,0.430384891,22,Spatial_Clipped_274,Fireman throws star,SOV,,1,,E,,NA
37,21,Transitive,Person,Case,SVOV,1,0,0.399884915,22,Spatial_Clipped_275,Boy lifts girl,SVOV,X,1,,E,,NA
37,22,Transitive,Object,Case,SOV,,1,0.399884915,22,Spatial_Clipped_275,Girl rubs heart,SOV,,1,,E,,NA
37,23,Intransitive,None,Case,SV,,0,0.399884915,22,Spatial_Clipped_275,Car tumbles,SV,,0,,,,NA
37,24,Transitive,Object,Case,SVO,,0,0.399884915,22,Spatial_Clipped_275,Old lady elbows ball,SOV,,1,,E,,NA
37,25,Transitive,Person,Case,SVO,,0,0.218259479,22,Spatial_Clipped_276,Fireman pushes boy,SVOV,X,1,,E,,NA
37,26,Intransitive,None,Case,SV,,0,0.218259479,22,Spatial_Clipped_276,Old lady jumps,SV,,1,,,,NA
37,27,Transitive,Object,Case,SVO,,0,0.218259479,22,Spatial_Clipped_276,Girl pushes car,SVO,,1,,E,,NA
37,28,Transitive,Object,Case,SVO,,0,0.218259479,22,Spatial_Clipped_276,Boy kicks ball,SVO,,1,,,,NA
37,5,Transitive,Person,Free,OV,,1,0.80980799,22,Spatial_Clipped_265,Girl kisses boy,SV,X,0,,E,,NA
37,6,Intransitive,None,Free,SV,,0,0.80980799,22,Spatial_Clipped_265,Girl tumbles,SV,,0,,E,,NA
37,7,Transitive,Person,Free,SVO,,0,0.80980799,22,Spatial_Clipped_265,Old lady pokes fireman,SVO,,0,,E,,NA
37,8,Transitive,Object,Free,SVO,,0,0.80980799,22,Spatial_Clipped_265,Fireman lifts car,SVO,,0,,E,,NA
37,9,Transitive,Object,Free,SOV,,1,0.086419652,22,Spatial_Clipped_266,Boy pokes heart,SOV,,0,,E,,NA
37,10,Intransitive,None,Free,SV,,0,0.086419652,22,Spatial_Clipped_266,Heart falls,SV,,0,,,,NA
37,11,Intransitive,None,Free,SV,,0,0.086419652,22,Spatial_Clipped_266,Fireman falls,SV,,0,,,,NA
37,12,Intransitive,None,Free,SV,,0,0.086419652,22,Spatial_Clipped_266,Star jumps,SV,,0,,,,NA
37,13,Transitive,Person,Free,SVO,,0,0.852303896,22,Spatial_Clipped_267,Girl throws old lady,SVO,,0,,E,,NA
37,14,Transitive,Person,Free,SVO,,0,0.852303896,22,Spatial_Clipped_267,Old lady rubs fireman,SVO,,0,,E,,NA
37,15,Transitive,Object,Free,SOV,,1,0.852303896,22,Spatial_Clipped_267,Old lady kisses star,SOV,,0,,E,,NA
37,16,Transitive,Person,Free,SVO,,0,0.852303896,22,Spatial_Clipped_267,Fireman kicks girl,SVO,,0,,E,,NA
37,17,Intransitive,None,Free,SV,,0,0.83727801,22,Spatial_Clipped_268,Boy skates,SV,,0,,,,NA
37,18,Transitive,Person,Free,SV,1,0,0.83727801,22,Spatial_Clipped_268,Girl elbows old lady,SV,X,0,,E,Did not gesture 'old lady',NA
37,19,Intransitive,None,Free,SV,,0,0.83727801,22,Spatial_Clipped_268,Ball rolls,SV,,0,,,,NA
37,20,Transitive,Object,Free,SOV,,1,0.83727801,22,Spatial_Clipped_268,Fireman throws star,SOV,,0,,E,,NA
37,21,Transitive,Person,Free,SVO,,0,0.012478152,22,Spatial_Clipped_269,Boy lifts girl,SVO,,0,,E,,NA
37,22,Transitive,Object,Free,SVO,,0,0.012478152,22,Spatial_Clipped_269,Girl rubs heart,SVO,,0,,E,,NA
37,23,Intransitive,None,Free,SV,,0,0.012478152,22,Spatial_Clipped_269,Car tumbles,SV,,0,,,,NA
37,24,Transitive,Object,Free,SVO,,0,0.012478152,22,Spatial_Clipped_269,Old lady elbows ball,SVO,,0,,E,,NA
37,25,Transitive,Person,Free,SVO,,0,0.241817676,22,Spatial_Clipped_270,Fireman pushes boy,SVO,,0,,E,,NA
37,26,Intransitive,None,Free,SV,,0,0.241817676,22,Spatial_Clipped_270,Old lady jumps,SV,,0,,,,NA
37,27,Transitive,Object,Free,SVO,,0,0.241817676,22,Spatial_Clipped_270,Girl pushes car,SVO,,0,,E,,NA
37,28,Transitive,Object,Free,SVO,,0,0.241817676,22,Spatial_Clipped_270,Boy kicks ball,SVO,,0,,,,NA
38,5,Transitive,Object,Case,"SO,SVO",1,1,0.209162243,23,Spatial_Clipped_283,Boy kicks ball,SVO,,1,,E,,NA
38,6,Transitive,Object,Case,SOV,,1,0.209162243,23,Spatial_Clipped_283,Girl pushes car,SOV,,1,A,,,NA
38,7,Intransitive,None,Case,SV,,0,0.209162243,23,Spatial_Clipped_283,Old lady jumps,SV,,1,,,,NA
38,8,Transitive,Person,Case,SOV,,1,0.209162243,23,Spatial_Clipped_283,Fireman pushes boy,SOV,,1,,,,NA
38,9,Transitive,Object,Case,"SO,SVO",1,0,0.869907183,23,Spatial_Clipped_284,Old lady elbows ball,SVO,,1,,E,,NA
38,10,Intransitive,None,Case,SV,,0,0.869907183,23,Spatial_Clipped_284,Car tumbles,SV,,1,,,,NA
38,11,Transitive,Object,Case,SOV,,1,0.869907183,23,Spatial_Clipped_284,Girl rubs heart,SOV,,1,,,,NA
38,12,Transitive,Person,Case,SOV,,1,0.869907183,23,Spatial_Clipped_284,Boy lifts girl,SOV,,1,,,,NA
38,13,Transitive,Object,Case,SOV,,1,0.062064355,23,Spatial_Clipped_285,Fireman throws star,SOV,,1,,,,NA
38,14,Intransitive,None,Case,SV,,0,0.062064355,23,Spatial_Clipped_285,Ball rolls,SV,,1,,,,NA
38,15,Transitive,Person,Case,SOV,,1,0.062064355,23,Spatial_Clipped_285,Girl elbows old lady,SOV,,1,,,,NA
38,16,Intransitive,None,Case,SV,,0,0.062064355,23,Spatial_Clipped_285,Boy skates,SV,,1,,,,NA
38,17,Transitive,Person,Case,SOV,,1,0.894684975,23,Spatial_Clipped_286,Fireman kicks girl,SOV,,1,,,,NA
38,18,Transitive,Object,Case,"SO,SVO",1,0,0.894684975,23,Spatial_Clipped_286,Old lady kisses star,SVO,,1,,E,,NA
38,19,Transitive,Person,Case,SOV,,1,0.894684975,23,Spatial_Clipped_286,Old lady rubs fireman,SOV,,1,,,,NA
38,20,Transitive,Person,Case,SOV,,1,0.894684975,23,Spatial_Clipped_286,Girl throws old lady,SOV,,1,,,,NA
38,21,Intransitive,None,Case,SV,,0,0.907924994,23,Spatial_Clipped_287,Star jumps,SV,,1,,,,NA
38,22,Intransitive,None,Case,SV,,0,0.907924994,23,Spatial_Clipped_287,Fireman falls,SV,,1,,,,NA
38,23,Intransitive,None,Case,SV,,0,0.907924994,23,Spatial_Clipped_287,Heart falls,SV,,1,,,Also gestured the table and marked it.,NA
38,24,Transitive,Object,Case,SOV,,1,0.907924994,23,Spatial_Clipped_287,Boy pokes heart,SOV,,1,,,,NA
38,25,Transitive,Object,Case,SOV,,1,0.06595476,23,Spatial_Clipped_288,Fireman lifts car,SOV,,1,A,,,NA
38,26,Transitive,Person,Case,SOV,,1,0.06595476,23,Spatial_Clipped_288,Old lady pokes fireman,SOV,,1,,,,NA
38,27,Intransitive,None,Case,SV,,0,0.06595476,23,Spatial_Clipped_288,Girl tumbles,SV,,1,,,,NA
38,28,Transitive,Person,Case,"SO,SVO",1,0,0.06595476,23,Spatial_Clipped_288,Girl kisses boy,SVO,,1,,E,,NA
38,5,Transitive,Object,Free,SV,1,0,0.408372747,23,Spatial_Clipped_277,Boy kicks ball,SV,X,0,,E,,NA
38,6,Transitive,Object,Free,SVO,,0,0.408372747,23,Spatial_Clipped_277,Girl pushes car,SVO,,0,A,E,,NA
38,7,Intransitive,None,Free,SV,,0,0.408372747,23,Spatial_Clipped_277,Old lady jumps,SV,,0,,E,,NA
38,8,Transitive,Person,Free,SVO,,0,0.408372747,23,Spatial_Clipped_277,Fireman pushes boy,SVO,,0,,E,,NA
38,9,Transitive,Object,Free,SOV,,1,0.625602081,24,Spatial_Clipped_278,Old lady elbows ball,SOV,,0,,E,,NA
38,10,Intransitive,None,Free,SV,,0,0.625602081,24,Spatial_Clipped_278,Car tumbles,SV,,0,,,,NA
38,11,Transitive,Object,Free,SOV,,1,0.625602081,24,Spatial_Clipped_278,Girl rubs heart,SOV,,0,,E,,NA
38,12,Transitive,Person,Free,SOV,,1,0.625602081,24,Spatial_Clipped_278,Boy lifts girl,SOV,,0,,E,,NA
38,13,Transitive,Object,Free,SOV,,1,0.824423824,24,Spatial_Clipped_279,Fireman throws star,SOV,,0,,E,,NA
38,14,Intransitive,None,Free,SV,,0,0.824423824,24,Spatial_Clipped_279,Ball rolls,SV,,0,,,,NA
38,15,Transitive,Person,Free,SVO,,0,0.824423824,24,Spatial_Clipped_279,Girl elbows old lady,SVO,,0,,E,,NA
38,16,Intransitive,None,Free,SV,,0,0.824423824,24,Spatial_Clipped_279,Boy skates,SV,,0,,E,,NA
38,17,Transitive,Person,Free,SVO,,0,0.738211534,24,Spatial_Clipped_280,Fireman kicks girl,SVO,,0,,E,,NA
38,18,Transitive,Object,Free,SOV,,1,0.738211534,24,Spatial_Clipped_280,Old lady kisses star,SOV,,0,,E,,NA
38,19,Transitive,Person,Free,SVO,,0,0.738211534,24,Spatial_Clipped_280,Old lady rubs fireman,SVO,,0,,E,,NA
38,20,Transitive,Person,Free,SVO,,0,0.738211534,24,Spatial_Clipped_280,Girl throws old lady,SVO,,0,,E,,NA
38,21,Intransitive,None,Free,SV,,0,0.234949821,24,Spatial_Clipped_281,Star jumps,SV,,0,,,,NA
38,22,Intransitive,None,Free,SV,,0,0.234949821,24,Spatial_Clipped_281,Fireman falls,SV,,0,,,,NA
38,23,Intransitive,None,Free,SV,,0,0.234949821,24,Spatial_Clipped_281,Heart falls,SV,,0,,,,NA
38,24,Transitive,Object,Free,SOV,,1,0.234949821,24,Spatial_Clipped_281,Boy pokes heart,SOV,,0,,E,,NA
38,25,Transitive,Object,Free,SVO,,0,0.965074529,24,Spatial_Clipped_282,Fireman lifts car,SVO,,0,,E,,NA
38,26,Transitive,Person,Free,SVO,,0,0.965074529,24,Spatial_Clipped_282,Old lady pokes fireman,SVO,,0,,E,,NA
38,27,Intransitive,None,Free,SV,,0,0.965074529,24,Spatial_Clipped_282,Girl tumbles,SV,,0,,,,NA
38,28,Transitive,Person,Free,SOV,,0,0.965074529,24,Spatial_Clipped_282,Girl kisses boy,SOV,,0,,E,,NA
46,5,Transitive,Object,Case,O,,1,0.892403945,27,Spatial_Clipped_307,Boy kicks ball,OV,,0,No,No,,NA
46,6,Transitive,Object,Case,OV,,1,0.892403945,27,Spatial_Clipped_307,Girl pushes car,OV,,0,No,No,,NA
46,7,Intransitive,None,Case,V,,1,0.892403945,27,Spatial_Clipped_307,Old lady jumps,SV,,0,No,Yes,,NA
46,8,Transitive,Person,Case,VO,,1,0.892403945,27,Spatial_Clipped_307,Fireman pushes boy,VO,,0,No,Yes,,NA
46,9,Transitive,Object,Case,OV,,1,0.002938326,27,Spatial_Clipped_308,Old lady elbows ball,OV,,0,No,Yes,,NA
46,10,Intransitive,None,Case,V,,1,0.002938326,27,Spatial_Clipped_308,Car tumbles,V,,0,No,No,,NA
46,11,Transitive,Object,Case,OV,,1,0.002938326,27,Spatial_Clipped_308,Girl rubs heart,OV,,0,No,Yes,,NA
46,12,Transitive,Person,Case,V,,1,0.002938326,27,Spatial_Clipped_308,Boy lifts girl,V,,0,No,Yes,,NA
46,13,Transitive,Object,Case,OV,,1,0.547575651,27,Spatial_Clipped_309,Fireman throws star,OV,,0,No,Yes,,NA
46,14,Intransitive,None,Case,SV,,1,0.547575651,27,Spatial_Clipped_309,Ball rolls,SV,,0,No,No,,NA
46,15,Transitive,Person,Case,VO,,1,0.547575651,27,Spatial_Clipped_309,Girl elbows old lady,VO,,0,No,Yes,,NA
46,16,Intransitive,None,Case,V,,1,0.547575651,27,Spatial_Clipped_309,Boy skates,SV,,0,No,No,,NA
46,17,Transitive,Person,Case,VO,,1,0.610663493,27,Spatial_Clipped_310,Fireman kicks girl,SVO,,0,No,No,,NA
46,18,Transitive,Object,Case,OV,,1,0.610663493,27,Spatial_Clipped_310,Old lady kisses star,OV,,0,No,No,,NA
46,19,Transitive,Person,Case,V,,1,0.610663493,27,Spatial_Clipped_310,Old lady rubs fireman,V/V,,0,No,Yes,Rubbing action/rubbed own arm,NA
46,20,Transitive,Person,Case,V,,1,0.610663493,27,Spatial_Clipped_310,Girl throws old lady,V,,0,No,No,,NA
46,21,Intransitive,None,Case,SV,,1,0.232338372,27,Spatial_Clipped_311,Star jumps,SV,,0,No,No,,NA
46,22,Intransitive,None,Case,V,,1,0.232338372,27,Spatial_Clipped_311,Fireman falls,V,,0,No,No,,NA
46,23,Intransitive,None,Case,V,,1,0.232338372,27,Spatial_Clipped_311,Heart falls,V,,0,No,No,,NA
46,24,Transitive,Object,Case,V,,1,0.232338372,27,Spatial_Clipped_311,Boy pokes heart,SV/SV,,0,No,No,Hard to differentiate movements,NA
46,25,Transitive,Object,Case,OV,,1,0.166631358,27,Spatial_Clipped_312,Fireman lifts car,OV,,0,No,Yes,,NA
46,26,Transitive,Person,Case,V,,1,0.166631358,27,Spatial_Clipped_312,Old lady pokes fireman,V,,0,No,Yes,,NA
46,27,Intransitive,None,Case,V,,1,0.166631358,27,Spatial_Clipped_312,Girl tumbles,V,,0,No,Yes,,NA
46,28,Transitive,Person,Case,V,,1,0.166631358,27,Spatial_Clipped_312,Girl kisses boy,V,,0,No,No,,NA
46,5,Transitive,Object,Free,V,,0,0.640864289,27,Spatial_Clipped_301,Boy kicks ball,V,,0,No,Yes,,NA
46,6,Transitive,Object,Free,SV,,0,0.640864289,27,Spatial_Clipped_301,Girl pushes car,SV,,0,No,Yes,,NA
46,7,Intransitive,None,Free,SV,,0,0.640864289,27,Spatial_Clipped_301,Old lady jumps,SV,,0,No,Yes,,NA
46,8,Transitive,Person,Free,SVO,,0,0.640864289,27,Spatial_Clipped_301,Fireman pushes boy,SV,,0,No,Yes,Indicated self-pushing-sliding and excluded O,NA
46,9,Transitive,Object,Free,SVOV,,0,0.874397402,27,Spatial_Clipped_302,Old lady elbows ball,SVOV,,0,No,Yes,,NA
46,10,Intransitive,None,Free,(SV),,0,0.874397402,27,Spatial_Clipped_302,Car tumbles,SV,,0,No,Yes,,NA
46,11,Transitive,Object,Free,SVO,,0,0.874397402,27,Spatial_Clipped_302,Girl rubs heart,SVO,,0,No,Yes,,NA
46,12,Transitive,Person,Free,SVO,,0,0.874397402,27,Spatial_Clipped_302,Boy lifts girl,SVO,,0,No,Yes,,NA
46,13,Transitive,Object,Free,SVO,,0,0.923922829,27,Spatial_Clipped_303,Fireman throws star,SVO,,0,No,Yes,,NA
46,14,Intransitive,None,Free,SV,,0,0.923922829,27,Spatial_Clipped_303,Ball rolls,SV,,0,No,Yes,,NA
46,15,Transitive,Person,Free,SVO,,0,0.923922829,27,Spatial_Clipped_303,Girl elbows old lady,SVO,,0,No,Yes,,NA
46,16,Intransitive,None,Free,SV,,0,0.923922829,27,Spatial_Clipped_303,Boy skates,SV,,0,No,Yes,,NA
46,17,Transitive,Person,Free,SVO,,0,0.671876622,27,Spatial_Clipped_304,Fireman kicks girl,SVO,,0,No,Yes,,NA
46,18,Transitive,Object,Free,SVO,,0,0.671876622,27,Spatial_Clipped_304,Old lady kisses star,SVO,,0,No,Yes,,NA
46,19,Transitive,Person,Free,SVO,,0,0.671876622,27,Spatial_Clipped_304,Old lady rubs fireman,SVO,,0,No,Yes,,NA
46,20,Transitive,Person,Free,SVO,,0,0.671876622,27,Spatial_Clipped_304,Girl throws old lady,SVO,,0,No,Yes,,NA
46,21,Intransitive,None,Free,SV,,0,0.116670342,27,Spatial_Clipped_305,Star jumps,SV,,0,No,Yes,,NA
46,22,Intransitive,None,Free,SV,,0,0.116670342,27,Spatial_Clipped_305,Fireman falls,V,,0,No,Yes,,NA
46,23,Intransitive,None,Free,SV,,0,0.116670342,27,Spatial_Clipped_305,Heart falls,SV,,0,No,No,,NA
46,24,Transitive,Object,Free,SVO,,0,0.116670342,27,Spatial_Clipped_305,Boy pokes heart,OVO,,0,No,Yes,,NA
46,25,Transitive,Object,Free,SVO,,0,0.585922001,27,Spatial_Clipped_306,Fireman lifts car,SVO,,0,No,Yes,,NA
46,26,Transitive,Person,Free,SVO,,0,0.585922001,27,Spatial_Clipped_306,Old lady pokes fireman,SVO,,0,No,Yes,,NA
46,27,Intransitive,None,Free,SV,,0,0.585922001,27,Spatial_Clipped_306,Girl tumbles,SV,,0,No,Yes,,NA
46,28,Transitive,Person,Free,SVO,,0,0.585922001,27,Spatial_Clipped_306,Girl kisses boy,SVO,,0,No,Yes,,NA
47,5,Transitive,Person,Case,SOSV,,1,0.986424113,28,Spatial_Clipped_319,Girl kisses boy,SOV,,0,no,"Agent, Verb",,NA
47,6,Intransitive,None,Case,SV,,1,0.986424113,28,Spatial_Clipped_319,Girl tumbles,SV,,1,no,Agent,,NA
47,7,Transitive,Person,Case,SOV,,1,0.986424113,28,Spatial_Clipped_319,Old lady pokes fireman,SOV,,1,no,"Agent, Verb",,NA
47,8,Transitive,Object,Case,SOV,,1,0.986424113,28,Spatial_Clipped_319,Fireman lifts car,SOV,,0,no,"Agent, Verb",,NA
47,9,Transitive,Object,Case,SOSV,,0,0.778849574,28,Spatial_Clipped_320,Boy pokes heart,SOSV,,1,no,"Agent, Verb",,NA
47,10,Intransitive,None,Case,SV,,1,0.778849574,28,Spatial_Clipped_320,Heart falls,(SV),,1,no,,,NA
47,11,Intransitive,None,Case,SV,,1,0.778849574,28,Spatial_Clipped_320,Fireman falls,SV,,1,no,Agent,,NA
47,12,Intransitive,None,Case,SV,,1,0.778849574,28,Spatial_Clipped_320,Star jumps,SV,,0,no,,,NA
47,13,Transitive,Person,Case,SOSOV,,0,0.561419566,28,Spatial_Clipped_321,Girl throws old lady,SOV/V/V,,0,no,"Agent, Verb",,NA
47,14,Transitive,Person,Case,SOSV,,1,0.561419566,28,Spatial_Clipped_321,Old lady rubs fireman,SOV,,0,no,"Agent, Verb",,NA
47,15,Transitive,Object,Case,SOSV,,0,0.561419566,28,Spatial_Clipped_321,Old lady kisses star,SOSV,,0,no,"Agent, Verb",,NA
47,16,Transitive,Person,Case,SOSVO,,1,0.561419566,28,Spatial_Clipped_321,Fireman kicks girl,SOV,,0,no,Agent,,NA
47,17,Intransitive,None,Case,SV,,1,0.490709947,28,Spatial_Clipped_322,Boy skates,SV,,1,no,Agent,,NA
47,18,Transitive,Person,Case,SOSOV,,1,0.490709947,28,Spatial_Clipped_322,Girl elbows old lady,SOV,,0,no,"Agent, Verb",,NA
47,19,Intransitive,None,Case,SV,,1,0.490709947,28,Spatial_Clipped_322,Ball rolls,SV,,0,no,,,NA
47,20,Transitive,Object,Case,SOSV,,1,0.490709947,28,Spatial_Clipped_322,Fireman throws star,SOV,,0,no,"Agent, Verb",,NA
47,21,Transitive,Person,Case,SOSV,,1,0.587900545,28,Spatial_Clipped_323,Boy lifts girl,SOSV,,0,no,"Agent, Verb",,NA
47,22,Transitive,Object,Case,SOSV,,1,0.587900545,28,Spatial_Clipped_323,Girl rubs heart,SOS(OV),,0,no,"Agent, Verb",,NA
47,23,Intransitive,None,Case,SV,,1,0.587900545,28,Spatial_Clipped_323,Car tumbles,SV,,0,no,,,NA
47,24,Transitive,Object,Case,SOSOV,,1,0.587900545,28,Spatial_Clipped_323,Old lady elbows ball,SOSV,,1,no,"Agent, Verb",,NA
47,25,Transitive,Person,Case,SOSVO,,1,0.599954974,28,Spatial_Clipped_324,Fireman pushes boy,SOSVO,,0,no,"Agent, Verb",,NA
47,26,Intransitive,None,Case,?,,0,0.599954974,28,Spatial_Clipped_324,Old lady jumps,SV,,0,no,Agent,,NA
47,27,Transitive,Object,Case,SOSOVO,,1,0.599954974,28,Spatial_Clipped_324,Girl pushes car,SOSOVO,,0,no,"Agent, Verb",,NA
47,28,Transitive,Object,Case,SOSVO,,1,0.599954974,28,Spatial_Clipped_324,Boy kicks ball,SOSV,,1,no,Agent,,NA
47,5,Transitive,Person,Free,V,,0,0.232060919,28,Spatial_Clipped_313,Girl kisses boy,SV,,1,no,"Agent, Verb",,NA
47,6,Intransitive,None,Free,V,,0,0.232060919,28,Spatial_Clipped_313,Girl tumbles,(SV),,0,no,"Agent, Verb",,NA
47,7,Transitive,Person,Free,V,,0,0.232060919,28,Spatial_Clipped_313,Old lady pokes fireman,(SV),,0,no,"Agent, Verb",,NA
47,8,Transitive,Object,Free,V,,0,0.232060919,28,Spatial_Clipped_313,Fireman lifts car,(SV),,0,no,"Agent, Verb",,NA
47,9,Transitive,Object,Free,SV,,0,0.909243636,28,Spatial_Clipped_314,Boy pokes heart,SV,,0,no,"Agent, Verb",,NA
47,10,Intransitive,None,Free,SV,,0,0.909243636,28,Spatial_Clipped_314,Heart falls,(SV),,1,no,,,NA
47,11,Intransitive,None,Free,V,,0,0.909243636,28,Spatial_Clipped_314,Fireman falls,SV,,0,no,"Agent, Verb",,NA
47,12,Intransitive,None,Free,SV,,0,0.909243636,28,Spatial_Clipped_314,Star jumps,SV,,0,no,,,NA
47,13,Transitive,Person,Free,SOV,,0,0.733574992,28,Spatial_Clipped_315,Girl throws old lady,SVOV,,0,no,"Agent, Verb",,NA
47,14,Transitive,Person,Free,SOSV,,0,0.733574992,28,Spatial_Clipped_315,Old lady rubs fireman,SOSV,,0,no,"Agent, Verb",,NA
