Subject,Trial Number,Type of Action,Object Type,GestureCondition,Word Order,Exclude,Spatial Cue,Randomizer,Randomizer Set,Clipped Movie File,Event,Word Order.Recode,Exclude.Recode,Spatial Cue.Recode,Used ASL,"""Embodied"" in some way",Comments,Spatial.Cue.Katy
22,19,Transitive,Person,Free,SVO,,0,0.062118958,25,Spatial_Clipped_016,Old lady rubs fireman,SVO,,0,,E,,NA
22,20,Transitive,Person,Free,SVO,,0,0.062118958,25,Spatial_Clipped_016,Girl throws old lady,SVO,,0,,E,,NA
22,21,Intransitive,None,Free,SV,,0,0.726411786,25,Spatial_Clipped_017,Star jumps,SV,,0,,,,NA
22,22,Intransitive,None,Free,SV,,0,0.726411786,25,Spatial_Clipped_017,Fireman falls,SV,,0,,E,,NA
22,23,Intransitive,None,Free,SV,,0,0.726411786,25,Spatial_Clipped_017,Heart falls,SVV,,0,,,,NA
22,24,Transitive,Object,Free,SVO,,0,0.726411786,25,Spatial_Clipped_017,Boy pokes heart,SVO,,0,,E,,NA
22,25,Transitive,Object,Free,SVO,,0,0.273553511,25,Spatial_Clipped_018,Fireman lifts car,SVO,,0,,E,,NA
22,26,Transitive,Person,Free,SVO,,0,0.273553511,25,Spatial_Clipped_018,Old lady pokes fireman,SVO,,0,,E,,NA
22,27,Intransitive,None,Free,SV,,0,0.273553511,25,Spatial_Clipped_018,Girl tumbles,SV,,0,,E,,NA
22,28,Transitive,Person,Free,SVO,,0,0.273553511,25,Spatial_Clipped_018,Girl kisses boy,SVO,,0,,E,,NA
23,5,Transitive,Person,Case,SOV,,0,0.77844926,11,Spatial_Clipped_127,Girl kisses boy,SOV,,1,,,,NA
23,6,Intransitive,None,Case,SV,,0,0.77844926,11,Spatial_Clipped_127,Girl tumbles,SV,,1,,,,NA
23,7,Transitive,Person,Case,SOV,,0,0.77844926,11,Spatial_Clipped_127,Old lady pokes fireman,SOV,,1,,,,NA
23,8,Transitive,Object,Case,SOV,,0,0.77844926,11,Spatial_Clipped_127,Fireman lifts car,SOV,,1,,,,NA
23,9,Transitive,Object,Case,SOV,,0,0.049169603,11,Spatial_Clipped_128,Boy pokes heart,SOV,,0,,E,,NA
23,10,Intransitive,None,Case,---,,0,0.049169603,11,Spatial_Clipped_128,Heart falls,SV,,0,,,,NA
23,11,Intransitive,None,Case,---,,0,0.049169603,11,Spatial_Clipped_128,Fireman falls,SV,,0,,,,NA
23,12,Intransitive,None,Case,---,,0,0.049169603,11,Spatial_Clipped_128,Star jumps,SV,,0,,,,NA
23,13,Transitive,Person,Case,SOV,,0,0.962605021,11,Spatial_Clipped_129,Girl throws old lady,SOV,,1,,,,NA
23,14,Transitive,Person,Case,SV,1,0,0.962605021,11,Spatial_Clipped_129,Old lady rubs fireman,OSV,,1,,,,NA
23,15,Transitive,Object,Case,SOV,,0,0.962605021,11,Spatial_Clipped_129,Old lady kisses star,SOV,,1,,,,NA
23,16,Transitive,Person,Case,SOV,,0,0.962605021,11,Spatial_Clipped_129,Fireman kicks girl,SOV,,1,,,,NA
23,17,Intransitive,None,Case,SV,,0,0.869600202,11,Spatial_Clipped_130,Boy skates, SV,,1,,,,NA
23,18,Transitive,Person,Case,OSV,,0,0.869600202,11,Spatial_Clipped_130,Girl elbows old lady,OSV,,1,,,A little ambiguous.,NA
23,19,Intransitive,None,Case,SV,,0,0.869600202,11,Spatial_Clipped_130,Ball rolls,SV,,0,,,,NA
23,20,Transitive,Object,Case,SOV,,0,0.869600202,11,Spatial_Clipped_130,Fireman throws star,SOV,,1,,,,NA
23,21,Transitive,Person,Case,SOV,,0,0.368167786,11,Spatial_Clipped_131,Boy lifts girl, SOV,,1,,,,NA
23,22,Transitive,Object,Case,SOV,,0,0.368167786,11,Spatial_Clipped_131,Girl rubs heart,SOV,,1,,,,NA
23,23,Intransitive,None,Case,SV,,0,0.368167786,11,Spatial_Clipped_131,Car tumbles,SV,,0,,,,NA
23,24,Transitive,Object,Case,SOV,,0,0.368167786,11,Spatial_Clipped_131,Old lady elbows ball,OSV,,1,,,,NA
23,25,Transitive,Person,Case,SOV,,0,0.203060263,11,Spatial_Clipped_132,Fireman pushes boy,SOV,,1,,,,NA
23,26,Intransitive,None,Case,SV,,0,0.203060263,11,Spatial_Clipped_132,Old lady jumps,SV,,1,,,,NA
23,27,Transitive,Object,Case,SOV,,0,0.203060263,11,Spatial_Clipped_132,Girl pushes car,SOV,,1,,,,NA
23,28,Transitive,Object,Case,SOV,,0,0.203060263,11,Spatial_Clipped_132,Boy kicks ball,OSV,,1,,,,NA
23,5,Transitive,Person,Free,V,1,0,0.131318716,11,Spatial_Clipped_121,Girl kisses boy,V,X,0,,E,Only gestured 'kiss' No sentence,NA
23,6,Intransitive,None,Free,V,1,0,0.131318716,11,Spatial_Clipped_121,Girl tumbles,V,X,0,,E,Only gestured 'tumbles' No sentence,NA
23,7,Transitive,Person,Free,V,1,0,0.131318716,11,Spatial_Clipped_121,Old lady pokes fireman,V,X,0,,E,Only gestured 'pokes' No sentence.,NA
23,8,Transitive,Object,Free,V,1,0,0.131318716,11,Spatial_Clipped_121,Fireman lifts car,V,X,0,,E,Only gestured 'lifts' No sentence.,NA
23,9,Transitive,Object,Free,OV,,0,0.462429316,11,Spatial_Clipped_122,Boy pokes heart, OV,X,0,,E,Only gestured 'heart' and 'poke',NA
23,10,Intransitive,None,Free,V,1,0,0.462429316,11,Spatial_Clipped_122,Heart falls,SV,,0,,,,NA
23,11,Intransitive,None,Free,V,1,0,0.462429316,11,Spatial_Clipped_122,Fireman falls,V,X,0,,,Only gestured 'falls' No sentence,NA
23,12,Intransitive,None,Free,V,1,0,0.462429316,11,Spatial_Clipped_122,Star jumps,SV,,0,,,,NA
23,13,Transitive,Person,Free,V,1,0,0.222417467,11,Spatial_Clipped_123,Girl throws old lady,V,X,0,,E,Only gestured 'throw' No sentence,NA
23,14,Transitive,Person,Free,OV,,0,0.222417467,11,Spatial_Clipped_123,Old lady rubs fireman,V,X,0,,E,Only gestured 'rubs' No sentence,NA
23,15,Transitive,Object,Free,OV,,0,0.222417467,11,Spatial_Clipped_123,Old lady kisses star,VS,X,0,,E,Only gestured 'kiss' and 'star' No sentence,NA
23,16,Transitive,Person,Free,V,1,0,0.222417467,11,Spatial_Clipped_123,Fireman kicks girl,V,X,0,,,Only gestured 'kick' No sentence,NA
23,17,Intransitive,None,Free,V,1,0,0.909883987,11,Spatial_Clipped_124,Boy skates,V,X,0,,,Only gestured 'skates' No sentence,NA
23,18,Transitive,Person,Free,V,1,0,0.909883987,11,Spatial_Clipped_124,Girl elbows old lady,V,X,0,,,Only gestured 'elbows' No sentence,NA
23,19,Intransitive,None,Free,V,1,0,0.909883987,11,Spatial_Clipped_124,Ball rolls,SV,,0,,,,NA
23,20,Transitive,Object,Free,OV,,0,0.909883987,11,Spatial_Clipped_124,Fireman throws star,V,X,0,,,Only gestured 'throws',NA
23,21,Transitive,Person,Free,V,1,0,0.502769374,11,Spatial_Clipped_125,Boy lifts girl,V,X,0,,E,Only gestured 'lifts' No sentence,NA
23,22,Transitive,Object,Free,OV,,0,0.502769374,11,Spatial_Clipped_125,Girl rubs heart,OV,X,0,,E,Only gestured 'heart' and 'rubs' No sentence,NA
23,23,Intransitive,None,Free,V,1,0,0.502769374,11,Spatial_Clipped_125,Car tumbles,SV,,0,,,,NA
23,24,Transitive,Object,Free,V,1,0,0.502769374,11,Spatial_Clipped_125,Old lady elbows ball,OV,X,0,,E ,Only gestured 'ball' and 'elbows' No sentence,NA
23,25,Transitive,Person,Free,V,1,0,0.2702361,11,Spatial_Clipped_126,Fireman pushes boy,V,X,0,,,Only gestured 'pushes' No sentence,NA
23,26,Intransitive,None,Free,V,1,0,0.2702361,11,Spatial_Clipped_126,Old lady jumps,V,X,0,,E,Only gestured 'jumps' No sentence,NA
23,27,Transitive,Object,Free,V,1,0,0.2702361,11,Spatial_Clipped_126,Girl pushes car,V,X,0,,E,Only gestured 'pushes' No sentence,NA
23,28,Transitive,Object,Free,V,1,0,0.2702361,11,Spatial_Clipped_126,Boy kicks ball,VO,X,0,,,Only gestured 'kick'and 'ball' No sentence,NA
25,5,Transitive,Person,Case,SV,,0,0.381658611,12,Spatial_Clipped_139,Girl kisses boy,SOV,,1,,,,NA
25,6,Intransitive,None,Case,OSV,,0,0.381658611,12,Spatial_Clipped_139,Girl tumbles,SV,,1,,,,NA
25,7,Transitive,Person,Case,---,1,0,0.381658611,12,Spatial_Clipped_139,Old lady pokes fireman,OSV,,1,,,,NA
25,8,Transitive,Object,Case,OSV,,0,0.381658611,12,Spatial_Clipped_139,Fireman lifts car,SOV,,1,,,,NA
25,9,Transitive,Object,Case,SV,,0,0.683442903,12,Spatial_Clipped_140,Boy pokes heart,OSV,,1,,,,NA
25,10,Intransitive,None,Case,SV,,0,0.683442903,12,Spatial_Clipped_140,Heart falls,SV,,0,,,,NA
25,11,Intransitive,None,Case,SV,,0,0.683442903,12,Spatial_Clipped_140,Fireman falls,SV,,1,,,,NA
25,12,Intransitive,None,Case,SOV,,0,0.683442903,12,Spatial_Clipped_140,Star jumps,SV,,0,,,,NA
25,13,Transitive,Person,Case,OSV,,0,0.581690015,12,Spatial_Clipped_141,Girl throws old lady,V,X,1,,,Only gestured 'throws' No sentence,NA
25,14,Transitive,Person,Case,OSV,,0,0.581690015,12,Spatial_Clipped_141,Old lady rubs fireman,OSV,,1,,,,NA
25,15,Transitive,Object,Case,OSV,,0,0.581690015,12,Spatial_Clipped_141,Old lady kisses star,OSV,,1,,,,NA
25,16,Transitive,Person,Case,SV,,0,0.581690015,12,Spatial_Clipped_141,Fireman kicks girl,OSV,,1,,,,NA
25,17,Intransitive,None,Case,SOV,,0,0.503333272,12,Spatial_Clipped_142,Boy skates,SV,,1,,,,NA
25,18,Transitive,Person,Case,SV,,0,0.503333272,12,Spatial_Clipped_142,Girl elbows old lady,SOV,,1,,,,NA
25,19,Intransitive,None,Case,SOV,,0,0.503333272,12,Spatial_Clipped_142,Ball rolls,SV,,1,,,,NA
25,20,Transitive,Object,Case,SOV,,0,0.503333272,12,Spatial_Clipped_142,Fireman throws star,SOV,,1,,,,NA
25,21,Transitive,Person,Case,OSV,,0,0.05417817,12,Spatial_Clipped_143,Boy lifts girl,V,X,0,,,Only gestured 'lifts' No sentence,NA
25,22,Transitive,Object,Case,SV,,0,0.05417817,12,Spatial_Clipped_143,Girl rubs heart,OVS,,1,,,,NA
25,23,Intransitive,None,Case,---,1,0,0.05417817,12,Spatial_Clipped_143,Car tumbles,SV,,0,,,,NA
25,24,Transitive,Object,Case,OSV,,0,0.05417817,12,Spatial_Clipped_143,Old lady elbows ball,V,X,1,,,Very ambiguous,NA
25,25,Transitive,Person,Case,SOV,,0,0.808393726,12,Spatial_Clipped_144,Fireman pushes boy,OSV,,1,,,,NA
25,26,Intransitive,None,Case,SV,,0,0.808393726,12,Spatial_Clipped_144,Old lady jumps,SV,,1,,,,NA
25,27,Transitive,Object,Case,SOV,,0,0.808393726,12,Spatial_Clipped_144,Girl pushes car,SOV,,1,,,,NA
25,28,Transitive,Object,Case,SOV,,0,0.808393726,12,Spatial_Clipped_144,Boy kicks ball,OSV,,1,,,,NA
25,5,Transitive,Person,Free,SV,1,0,0.333347023,12,Spatial_Clipped_133,Girl kisses boy,SV,X,0,,E,Only gestured 'girl' and 'kisses',NA
25,6,Intransitive,None,Free,SV,,0,0.333347023,12,Spatial_Clipped_133,Girl tumbles,SV,,0,,,,NA
25,7,Transitive,Person,Free,VSOV,1,0,0.333347023,12,Spatial_Clipped_133,Old lady pokes fireman,VOS,X,0,,E,Object and Subject are not entirely clear,NA
25,8,Transitive,Object,Free,VO,,0,0.333347023,12,Spatial_Clipped_133,Fireman lifts car,VO,X,0,,E,"Only gestured ""lifts' and 'car' No sentence",NA
25,9,Transitive,Object,Free,VO,,0,0.757256821,12,Spatial_Clipped_134,Boy pokes heart,VO,X,0,,E,Only gestured 'pokes' and 'heart' No sentence,NA
25,10,Intransitive,None,Free,SV,,0,0.757256821,12,Spatial_Clipped_134,Heart falls,SV,,0,,,,NA
25,11,Intransitive,None,Free,SV,,0,0.757256821,12,Spatial_Clipped_134,Fireman falls,SV,,1,,,,NA
25,12,Intransitive,None,Free,SV,,0,0.757256821,12,Spatial_Clipped_134,Star jumps,SV,,0,,,,NA
25,13,Transitive,Person,Free,VO,,0,0.533242371,12,Spatial_Clipped_135,Girl throws old lady,VO,X,0,,E,Only gestured 'throws'  and 'old lady',NA
25,14,Transitive,Person,Free,OVS,,0,0.533242371,12,Spatial_Clipped_135,Old lady rubs fireman,OVS,,0,,E,,NA
25,15,Transitive,Object,Free,SOV,,0,0.533242371,12,Spatial_Clipped_135,Old lady kisses star,SOV,,0,,E,,NA
25,16,Transitive,Person,Free,V,1,0,0.533242371,12,Spatial_Clipped_135,Fireman kicks girl,OSV,,1,,,,NA
25,17,Intransitive,None,Free,V,,0,0.250647234,12,Spatial_Clipped_136,Boy skates,SV,,1,,,,NA
25,18,Transitive,Person,Free,VO,,0,0.250647234,12,Spatial_Clipped_136,Girl elbows old lady,VO,X,0,,E,Only gestured 'elbows' and 'old lady' No sentence,NA
25,19,Intransitive,None,Free,V,,0,0.250647234,12,Spatial_Clipped_136,Ball rolls,V,X,0,,,Only gestured 'rolls' No sentence,NA
25,20,Transitive,Object,Free,OV,,0,0.250647234,12,Spatial_Clipped_136,Fireman throws star,OSV,X,0,,E,Didn't actually gesture the subject,NA
25,21,Transitive,Person,Free,OV,,0,0.918817562,12,Spatial_Clipped_137,Boy lifts girl,OV,X,0,,E,Only gestured 'lifts' and 'girl',NA
25,22,Transitive,Object,Free,OV,,0,0.918817562,12,Spatial_Clipped_137,Girl rubs heart,OV,X,0,,E,Only gestured 'rubs' and 'heart',NA
25,23,Intransitive,None,Free,SV,,0,0.918817562,12,Spatial_Clipped_137,Car tumbles,SV,,1,,,,NA
25,24,Transitive,Object,Free,VO,,0,0.918817562,12,Spatial_Clipped_137,Old lady elbows ball,VO,X,0,,E,Only gestured 'elbows' and 'ball',NA
25,25,Transitive,Person,Free,V,1,0,0.38408868,12,Spatial_Clipped_138,Fireman pushes boy,VO,X,0,,E,Only gestured 'push' and 'boy' No sentence,NA
25,26,Intransitive,None,Free,SV,,0,0.38408868,12,Spatial_Clipped_138,Old lady jumps,SV,,0,,E,,NA
25,27,Transitive,Object,Free,SVO,,0,0.38408868,12,Spatial_Clipped_138,Girl pushes car,SVO,,0,,E,,NA
25,28,Transitive,Object,Free,V,1,0,0.38408868,12,Spatial_Clipped_138,Boy kicks ball,SOV,,1,,,,NA
26,5,Transitive,Object,Case,SOV,,0,0.31975679,13,Spatial_Clipped_151,Boy kicks ball,SOV,,1,,,,1
26,6,Transitive,Object,Case,SOV,,0,0.31975679,13,Spatial_Clipped_151,Girl pushes car,SOV,,0,,E,,1
26,7,Intransitive,None,Case,SV,,0,0.31975679,13,Spatial_Clipped_151,Old lady jumps,SV,,0,,E,,0
26,8,Transitive,Person,Case,---,1,0,0.31975679,13,Spatial_Clipped_151,Fireman pushes boy,"SVO,SVO",,0,,E,,0
26,9,Transitive,Object,Case,SOV,,0,0.60171014,13,Spatial_Clipped_152,Old lady elbows ball,SOV,,1,,E,,1
26,10,Intransitive,None,Case,SV,,0,0.60171014,13,Spatial_Clipped_152,Car tumbles,SV,,0,,,,0
26,11,Transitive,Object,Case,SOV,,0,0.60171014,13,Spatial_Clipped_152,Girl rubs heart,SOV,,1,,E,,1
26,12,Transitive,Person,Case,SVOV,1,0,0.60171014,13,Spatial_Clipped_152,Boy lifts girl,SVOV,X,0,,E,,0
26,13,Transitive,Object,Case,SOV,,0,0.936284608,13,Spatial_Clipped_153,Fireman throws star,SOV,,0,,E,,1
26,14,Intransitive,None,Case,SV,,0,0.936284608,13,Spatial_Clipped_153,Ball rolls,SV,,0,,,,0
26,15,Transitive,Person,Case,---,1,0,0.936284608,13,Spatial_Clipped_153,Girl elbows old lady,"SO,SO,SOV",,1,,,,1
26,16,Intransitive,None,Case,SV,,0,0.936284608,13,Spatial_Clipped_153,Boy skates,SV,,0,,E,,0
26,17,Transitive,Person,Case,SVO,,0,0.244721337,13,Spatial_Clipped_154,Fireman kicks girl,"SO,SVO",,0,,E,,0
26,18,Transitive,Object,Case,SOSV,,0,0.244721337,13,Spatial_Clipped_154,Old lady kisses star,"SO,SV",,1,,E,,1
26,19,Transitive,Person,Case,SOSV,,0,0.244721337,13,Spatial_Clipped_154,Old lady rubs fireman,SOV,,1,,E,,1
26,20,Transitive,Person,Case,SOV,,0,0.244721337,13,Spatial_Clipped_154,Girl throws old lady,SOV,,0,,E,,1
26,21,Intransitive,None,Case,SV,,0,0.337563879,13,Spatial_Clipped_155,Star jumps,SV,,0,,,,1
26,22,Intransitive,None,Case,SV,,0,0.337563879,13,Spatial_Clipped_155,Fireman falls,SV,,0,,,,1
26,23,Intransitive,None,Case,SV,,0,0.337563879,13,Spatial_Clipped_155,Heart falls,SV,,1,,,,1
26,24,Transitive,Object,Case,SOV,,0,0.337563879,13,Spatial_Clipped_155,Boy pokes heart,SOV,,1,,E,,1
26,25,Transitive,Object,Case,OV,,0,0.654846733,13,Spatial_Clipped_156,Fireman lifts car,SOV,,1,,E,,1
26,26,Transitive,Person,Case,SOSV,,0,0.654846733,13,Spatial_Clipped_156,Old lady pokes fireman,"SO,SVO",,0,,E,,0
26,27,Intransitive,None,Case,SV,,0,0.654846733,13,Spatial_Clipped_156,Girl tumbles,SV,,1,,E,,1
26,28,Transitive,Person,Case,SVO,,0,0.654846733,13,Spatial_Clipped_156,Girl kisses boy,SVO,,1,,E,,1
26,5,Transitive,Object,Free,SVOV,1,0,0.375757404,13,Spatial_Clipped_145,Boy kicks ball,SVO,,0,,E,,1
26,6,Transitive,Object,Free,SV,1,0,0.375757404,13,Spatial_Clipped_145,Girl pushes car,SOV,,0,,E,,0
26,7,Intransitive,None,Free,V,,0,0.375757404,13,Spatial_Clipped_145,Old lady jumps,SV,,0,,E,,0
26,8,Transitive,Person,Free,SV,1,0,0.375757404,13,Spatial_Clipped_145,Fireman pushes boy,SV,X,0,,E,,0
26,9,Transitive,Object,Free,SOV,,0,0.794333217,13,Spatial_Clipped_146,Old lady elbows ball,SOV,,1,,E,,1
26,10,Intransitive,None,Free,V,,0,0.794333217,13,Spatial_Clipped_146,Car tumbles,SV,,1,,,,0
26,11,Transitive,Object,Free,OVS,,0,0.794333217,13,Spatial_Clipped_146,Girl rubs heart,"OV,S",X,0,,E,,1
26,12,Transitive,Person,Free,SVO,,0,0.794333217,13,Spatial_Clipped_146,Boy lifts girl,SVO,,0,,E,,0
26,13,Transitive,Object,Free,OV,,0,0.318273159,13,Spatial_Clipped_147,Fireman throws star,OV,X,0,,E,,1
26,14,Intransitive,None,Free,SV,,0,0.318273159,13,Spatial_Clipped_147,Ball rolls,SV,,0,,,,1
26,15,Transitive,Person,Free,SVO,,0,0.318273159,13,Spatial_Clipped_147,Girl elbows old lady,SVO,,0,,E,,0
26,16,Intransitive,None,Free,SV,,0,0.318273159,13,Spatial_Clipped_147,Boy skates,V,X,0,,E,,0
26,17,Transitive,Person,Free,SVO,,0,0.509549171,13,Spatial_Clipped_148,Fireman kicks girl,SVO,,0,,E,,0
26,18,Transitive,Object,Free,SVO,,0,0.509549171,13,Spatial_Clipped_148,Old lady kisses star,SVO,,0,,E,,0
26,19,Transitive,Person,Free,SVO,,0,0.509549171,13,Spatial_Clipped_148,Old lady rubs fireman,SVO,,0,,E,,0
26,20,Transitive,Person,Free,SVO,,0,0.509549171,13,Spatial_Clipped_148,Girl throws old lady,SVO,,0,,E,,0
26,21,Intransitive,None,Free,SV,,0,0.35094089,13,Spatial_Clipped_149,Star jumps,SV,,0,,,,1
26,22,Intransitive,None,Free,SV,,0,0.35094089,13,Spatial_Clipped_149,Fireman falls,SV,,0,,,,1
26,23,Intransitive,None,Free,SV,,0,0.35094089,13,Spatial_Clipped_149,Heart falls,SV,,1,,,,1
26,24,Transitive,Object,Free,OV,,0,0.35094089,13,Spatial_Clipped_149,Boy pokes heart,SOV,,1,,E,,1
26,25,Transitive,Object,Free,SOSV,,0,0.369724002,13,Spatial_Clipped_150,Fireman lifts car,OSV,,0,,E,,1
26,26,Transitive,Person,Free,SVO,,0,0.369724002,13,Spatial_Clipped_150,Old lady pokes fireman,SVO,,0,,E,,0
26,27,Intransitive,None,Free,SV,,0,0.369724002,13,Spatial_Clipped_150,Girl tumbles,SV,,1,,,,1
26,28,Transitive,Person,Free,SVO,,0,0.369724002,13,Spatial_Clipped_150,Girl kisses boy,SVO,,0,,E,,0
27,5,Transitive,Person,Case,SOV,,0,0.016130279,14,Spatial_Clipped_163,Girl kisses boy,SOV,,1,,,,NA
27,6,Intransitive,None,Case,SV,,0,0.016130279,14,Spatial_Clipped_163,Girl tumbles,SV,,0,,,,NA
27,7,Transitive,Person,Case,SOV,,0,0.016130279,14,Spatial_Clipped_163,Old lady pokes fireman,SOV,,1,,E,,NA
27,8,Transitive,Object,Case,SOV,,0,0.016130279,14,Spatial_Clipped_163,Fireman lifts car,SVOV,X,0,,E,,NA
27,9,Transitive,Object,Case,SOV,,0,0.265239678,14,Spatial_Clipped_164,Boy pokes heart,SOV,,0,,E,,NA
27,10,Intransitive,None,Case,SV,,0,0.265239678,14,Spatial_Clipped_164,Heart falls,"SV,SV",,0,,,,NA
27,11,Intransitive,None,Case,SV,,0,0.265239678,14,Spatial_Clipped_164,Fireman falls,SV,,0,,,,NA
27,12,Intransitive,None,Case,SV,,0,0.265239678,14,Spatial_Clipped_164,Star jumps,SV,,0,,,,NA
27,13,Transitive,Person,Case,SVO,,0,0.734604153,14,Spatial_Clipped_165,Girl throws old lady,SVOV,X,0,,E,,NA
27,14,Transitive,Person,Case,SVO,,0,0.734604153,14,Spatial_Clipped_165,Old lady rubs fireman,"SVO,SV",,0,,E,,NA
27,15,Transitive,Object,Case,SOV,,0,0.734604153,14,Spatial_Clipped_165,Old lady kisses star,SOV,,0,,E,,NA
27,16,Transitive,Person,Case,SOV,,0,0.734604153,14,Spatial_Clipped_165,Fireman kicks girl,"SVO,SOV",X,1,,,,NA
27,17,Intransitive,None,Case,SV,,0,0.432982579,14,Spatial_Clipped_166,Boy skates,SV,,0,,,,NA
27,18,Transitive,Person,Case,SOV,,0,0.432982579,14,Spatial_Clipped_166,Girl elbows old lady,SOV,,1,,,,NA
27,19,Intransitive,None,Case,SV,,0,0.432982579,14,Spatial_Clipped_166,Ball rolls,SV,,0,,,,NA
27,20,Transitive,Object,Case,SOV,,0,0.432982579,14,Spatial_Clipped_166,Fireman throws star,SOV,,0,,E,,NA
27,21,Transitive,Person,Case,SVO,,0,0.860137257,14,Spatial_Clipped_167,Boy lifts girl,SVO,,0,,E,,NA
27,22,Transitive,Object,Case,SVOV,1,0,0.860137257,14,Spatial_Clipped_167,Girl rubs heart,SVOV,X,0,,E,,NA
27,23,Intransitive,None,Case,SV,,0,0.860137257,14,Spatial_Clipped_167,Car tumbles,SV,,0,,,,NA
27,24,Transitive,Object,Case,SVOVO,1,0,0.860137257,14,Spatial_Clipped_167,Old lady elbows ball,SVO,,0,,E,,NA
27,25,Transitive,Person,Case,SOV,,0,0.701414388,14,Spatial_Clipped_168,Fireman pushes boy,SOV,,1,,,,NA
27,26,Intransitive,None,Case,SV,,0,0.701414388,14,Spatial_Clipped_168,Old lady jumps,SV,,0,,E,,NA
27,27,Transitive,Object,Case,SVOVO,1,0,0.701414388,14,Spatial_Clipped_168,Girl pushes car,SVOVO,X,0,,E,,NA
27,28,Transitive,Object,Case,SVO,,0,0.701414388,14,Spatial_Clipped_168,Boy kicks ball,SVO,,1,,,,NA
27,5,Transitive,Person,Free,SV,1,0,0.126279436,14,Spatial_Clipped_157,Girl kisses boy,SV,X,0,,E,,NA
27,6,Intransitive,None,Free,SV,,0,0.126279436,14,Spatial_Clipped_157,Girl tumbles,VS,,0,,,,NA
27,7,Transitive,Person,Free,OV,1,0,0.126279436,14,Spatial_Clipped_157,Old lady pokes fireman,OV,X,0,,E,,NA
27,8,Transitive,Object,Free,SV,1,0,0.126279436,14,Spatial_Clipped_157,Fireman lifts car,SV,X,0,,E,,NA
27,9,Transitive,Object,Free,OV,,0,0.364441288,14,Spatial_Clipped_158,Boy pokes heart,OV,X,0,,E,,NA
27,10,Intransitive,None,Free,SV,,0,0.364441288,14,Spatial_Clipped_158,Heart falls,SV,,0,,,,NA
27,11,Intransitive,None,Free,SV,,0,0.364441288,14,Spatial_Clipped_158,Fireman falls,SV,,0,,,,NA
27,12,Intransitive,None,Free,SV,,0,0.364441288,14,Spatial_Clipped_158,Star jumps,SV,,0,,,,NA
27,13,Transitive,Person,Free,SV,1,0,0.0830359,14,Spatial_Clipped_159,Girl throws old lady,SVO,,0,,E,,NA
27,14,Transitive,Person,Free,SV,1,0,0.0830359,14,Spatial_Clipped_159,Old lady rubs fireman,OSV,,1,,,,NA
27,15,Transitive,Object,Free,OV,,0,0.0830359,14,Spatial_Clipped_159,Old lady kisses star,OV,X,0,,E,Did not gesture 'old lady' No sentence.,NA
27,16,Transitive,Person,Free,SVO,,0,0.0830359,14,Spatial_Clipped_159,Fireman kicks girl,SVO,,0,,,,NA
27,17,Intransitive,None,Free,SV,,0,0.072432839,14,Spatial_Clipped_160,Boy skates,SV,,1,,,,NA
27,18,Transitive,Person,Free,SVO,,0,0.072432839,14,Spatial_Clipped_160,Girl elbows old lady,SVO,,0,,E,,NA
27,19,Intransitive,None,Free,SV,,0,0.072432839,14,Spatial_Clipped_160,Ball rolls,SV,,1,,,,NA
27,20,Transitive,Object,Free,OSOV,,0,0.072432839,14,Spatial_Clipped_160,Fireman throws star,SVO,,0,,E,,NA
27,21,Transitive,Person,Free,SVO,,0,0.599941819,14,Spatial_Clipped_161,Boy lifts girl,VO,X,0,,E,,NA
27,22,Transitive,Object,Free,SOV,,0,0.599941819,14,Spatial_Clipped_161,Girl rubs heart,SOV,,0,,E,,NA
27,23,Intransitive,None,Free,SV,,0,0.599941819,14,Spatial_Clipped_161,Car tumbles,SV,,0,,,,NA
27,24,Transitive,Object,Free,OSV,,0,0.599941819,14,Spatial_Clipped_161,Old lady elbows ball,OSV,,0,,E,,NA
27,25,Transitive,Person,Free,SVO,,0,0.62054295,14,Spatial_Clipped_162,Fireman pushes boy,SVO,,0,,E,,NA
27,26,Intransitive,None,Free,SV,,0,0.62054295,14,Spatial_Clipped_162,Old lady jumps,SV,,0,,E,,NA
27,27,Transitive,Object,Free,SVO,,0,0.62054295,14,Spatial_Clipped_162,Girl pushes car,SVO,,0,,E,,NA
27,28,Transitive,Object,Free,SV,1,0,0.62054295,14,Spatial_Clipped_162,Boy kicks ball,V,X,0,,,,NA
29,5,Transitive,Person,Case,SOSV,,0,0.689333698,15,Spatial_Clipped_187,Girl kisses boy,SOV,,1,,E,,NA
29,6,Intransitive,None,Case,SV,,0,0.689333698,15,Spatial_Clipped_187,Girl tumbles,SV,,0,,E,,NA
29,7,Transitive,Person,Case,SOSV,,0,0.689333698,15,Spatial_Clipped_187,Old lady pokes fireman,SOV,,1,,,,NA
29,8,Transitive,Object,Case,SVOV,1,0,0.689333698,15,Spatial_Clipped_187,Fireman lifts car,SVO,,1,,E,,NA
29,9,Transitive,Object,Case,SOSV,,0,0.845085552,15,Spatial_Clipped_188,Boy pokes heart,SOV,,1,,,,NA
29,10,Intransitive,None,Case,SV,,0,0.845085552,15,Spatial_Clipped_188,Heart falls,SV,X,0,,,Made the table a noun.,NA
29,11,Intransitive,None,Case,SV,,0,0.845085552,15,Spatial_Clipped_188,Fireman falls,SV,,1,,,,NA
29,12,Intransitive,None,Case,SV,,0,0.845085552,15,Spatial_Clipped_188,Star jumps,SV,,1,,,,NA
