"","Subject","Clipped.Movie.File","Trial.Number","GestureCondition","Object.Type","Sentence","Used.ASL","Final.Full.WordOrder","WordOrder","WordOrder.Classified","SpatialCue","Agent.Embod","Verb.Embod","Patient.Embod","WordOrder.Embod.Classified","ToInclude.Participant"
"353",27,"Spatial_Clipped_157",5,"Free","Person","Girl kisses boy","","SV","SV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"354",27,"Spatial_Clipped_157",7,"Free","Person","Old lady pokes fireman","","OV","OV","Unclassified","Spatial.Absent","0","1","1","Unclassified",1
"355",27,"Spatial_Clipped_157",8,"Free","Object","Fireman lifts car","","SV","SV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"356",27,"Spatial_Clipped_158",9,"Free","Object","Boy pokes heart","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"357",27,"Spatial_Clipped_159",13,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"358",27,"Spatial_Clipped_159",14,"Free","Person","Old lady rubs fireman","","OSV","OSV","VerbLateral","Spatial.Absent","1","1","1","Adjacent",1
"359",27,"Spatial_Clipped_159",15,"Free","Object","Old lady kisses star","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"360",27,"Spatial_Clipped_159",16,"Free","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","0","1","Adjacent",1
"361",27,"Spatial_Clipped_160",18,"Free","Person","Girl elbows old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"362",27,"Spatial_Clipped_160",20,"Free","Object","Fireman throws star","","VOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"363",27,"Spatial_Clipped_161",21,"Free","Person","Boy lifts girl","","VO","VO","Unclassified","Spatial.Absent","0","1","1","Unclassified",1
"364",27,"Spatial_Clipped_161",22,"Free","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"365",27,"Spatial_Clipped_161",24,"Free","Object","Old lady elbows ball","","OSV","OSV","VerbLateral","Spatial.Absent","1","1","0","Adjacent",1
"366",27,"Spatial_Clipped_162",25,"Free","Person","Fireman pushes boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"367",27,"Spatial_Clipped_162",27,"Free","Object","Girl pushes car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"368",27,"Spatial_Clipped_162",28,"Free","Object","Boy kicks ball","","V","V","Unclassified","Spatial.Absent","0","0","0","Unclassified",1
"369",27,"Spatial_Clipped_163",5,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"370",27,"Spatial_Clipped_163",7,"Case","Person","Old lady pokes fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"371",27,"Spatial_Clipped_163",8,"Case","Object","Fireman lifts car","","VOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"372",27,"Spatial_Clipped_164",9,"Case","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"373",27,"Spatial_Clipped_165",13,"Case","Person","Girl throws old lady","","V","V","Unclassified","Spatial.Absent","1","1","1","Unclassified",1
"374",27,"Spatial_Clipped_165",14,"Case","Person","Old lady rubs fireman","","OSV","OSV","VerbLateral","Spatial.Absent","1","1","1","Adjacent",1
"375",27,"Spatial_Clipped_165",15,"Case","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"376",27,"Spatial_Clipped_165",16,"Case","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"377",27,"Spatial_Clipped_166",18,"Case","Person","Girl elbows old lady","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"378",27,"Spatial_Clipped_166",20,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"379",27,"Spatial_Clipped_167",21,"Case","Person","Boy lifts girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"380",27,"Spatial_Clipped_167",22,"Case","Object","Girl rubs heart","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"381",27,"Spatial_Clipped_167",24,"Case","Object","Old lady elbows ball","","VOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"382",27,"Spatial_Clipped_168",25,"Case","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"383",27,"Spatial_Clipped_168",27,"Case","Object","Girl pushes car","","SVOVO","OVO","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"384",27,"Spatial_Clipped_168",28,"Case","Object","Boy kicks ball","","SVO","SVO","VerbMedial","Spatial.Present","1","0","0","Adjacent",1
"385",29,"Spatial_Clipped_181",5,"Free","Person","Girl kisses boy","","V","V","Unclassified","Spatial.Absent","1","0","0","Unclassified",1
"386",29,"Spatial_Clipped_181",7,"Free","Person","Old lady pokes fireman","","SV","SV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"387",29,"Spatial_Clipped_181",8,"Free","Object","Fireman lifts car","","VOV","VOV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"388",29,"Spatial_Clipped_182",9,"Free","Object","Boy pokes heart","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"389",29,"Spatial_Clipped_183",13,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"390",29,"Spatial_Clipped_183",14,"Free","Person","Old lady rubs fireman","","V","V","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"391",29,"Spatial_Clipped_183",15,"Free","Object","Old lady kisses star","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"392",29,"Spatial_Clipped_183",16,"Free","Person","Fireman kicks girl","","V","V","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"393",29,"Spatial_Clipped_184",18,"Free","Person","Girl elbows old lady","","V","V","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"394",29,"Spatial_Clipped_184",20,"Free","Object","Fireman throws star","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"395",29,"Spatial_Clipped_185",21,"Free","Person","Boy lifts girl","","SV","SV","Unclassified","Spatial.Absent","0","1","1","Unclassified",1
"396",29,"Spatial_Clipped_185",22,"Free","Object","Girl rubs heart","","OV","OV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"397",29,"Spatial_Clipped_185",24,"Free","Object","Old lady elbows ball","","VO","VO","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"398",29,"Spatial_Clipped_186",25,"Free","Person","Fireman pushes boy","","SVO","SVO","VerbMedial","Spatial.Absent","0","1","0","Adjacent",1
"399",29,"Spatial_Clipped_186",27,"Free","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Absent","1","0","0","NonAdjacent",1
"400",29,"Spatial_Clipped_186",28,"Free","Object","Boy kicks ball","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"401",29,"Spatial_Clipped_187",5,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"402",29,"Spatial_Clipped_187",7,"Case","Person","Old lady pokes fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"403",29,"Spatial_Clipped_187",8,"Case","Object","Fireman lifts car","","SV(OV)","SV(OV)","Unclassified","Spatial.Present","1","1","0","Unclassified",1
"404",29,"Spatial_Clipped_188",9,"Case","Object","Boy pokes heart","","SOSOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"405",29,"Spatial_Clipped_189",13,"Case","Person","Girl throws old lady","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"406",29,"Spatial_Clipped_189",14,"Case","Person","Old lady rubs fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"407",29,"Spatial_Clipped_189",15,"Case","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"408",29,"Spatial_Clipped_189",16,"Case","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"409",29,"Spatial_Clipped_190",18,"Case","Person","Girl elbows old lady","","OSV","OSV","VerbLateral","Spatial.Present","1","0","1","Adjacent",1
"410",29,"Spatial_Clipped_190",20,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"411",29,"Spatial_Clipped_191",21,"Case","Person","Boy lifts girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"412",29,"Spatial_Clipped_191",22,"Case","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"413",29,"Spatial_Clipped_191",24,"Case","Object","Old lady elbows ball","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"414",29,"Spatial_Clipped_192",25,"Case","Person","Fireman pushes boy","","SVOV","VOV","Unclassified","Spatial.Present","0","1","0","Unclassified",1
"415",29,"Spatial_Clipped_192",27,"Case","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"416",29,"Spatial_Clipped_192",28,"Case","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"417",30,"Spatial_Clipped_193",5,"Free","Object","Boy kicks ball","","OV","OV","Unclassified","Spatial.Absent","0","0","0","Unclassified",1
"418",30,"Spatial_Clipped_193",6,"Free","Object","Girl pushes car","","OVS","OVS","VerbMedial","Spatial.Present","1","1","0","NonAdjacent",1
"419",30,"Spatial_Clipped_193",8,"Free","Person","Fireman pushes boy","","VOSOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"420",30,"Spatial_Clipped_194",11,"Free","Object","Girl rubs heart","","SOVOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"421",30,"Spatial_Clipped_194",12,"Free","Person","Boy lifts girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"422",30,"Spatial_Clipped_194",9,"Free","Object","Old lady elbows ball","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"423",30,"Spatial_Clipped_195",13,"Free","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"424",30,"Spatial_Clipped_195",15,"Free","Person","Girl elbows old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"425",30,"Spatial_Clipped_196",17,"Free","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","0","1","Adjacent",1
"426",30,"Spatial_Clipped_196",18,"Free","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"427",30,"Spatial_Clipped_196",19,"Free","Person","Old lady rubs fireman","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","1","Unclassified",1
"428",30,"Spatial_Clipped_196",20,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"429",30,"Spatial_Clipped_197",24,"Free","Object","Boy pokes heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"430",30,"Spatial_Clipped_198",25,"Free","Object","Fireman lifts car","","OSVOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"431",30,"Spatial_Clipped_198",26,"Free","Person","Old lady pokes fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"432",30,"Spatial_Clipped_198",28,"Free","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"433",30,"Spatial_Clipped_199",5,"Case","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Absent","0","0","0","NonAdjacent",1
"434",30,"Spatial_Clipped_199",6,"Case","Object","Girl pushes car","","OSVS","SVS","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"435",30,"Spatial_Clipped_199",8,"Case","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","1","NonAdjacent",1
"436",30,"Spatial_Clipped_200",11,"Case","Object","Girl rubs heart","","SOVSVO","SVO","VerbMedial","Spatial.Present","1","0","0","Adjacent",1
"437",30,"Spatial_Clipped_200",12,"Case","Person","Boy lifts girl","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","1","Adjacent",1
"438",30,"Spatial_Clipped_200",9,"Case","Object","Old lady elbows ball","","SOVOV","VOV","Unclassified","Spatial.Present","1","1","0","Unclassified",1
"439",30,"Spatial_Clipped_201",13,"Case","Object","Fireman throws star","","SOVSVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"440",30,"Spatial_Clipped_201",15,"Case","Person","Girl elbows old lady","","SOSVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"441",30,"Spatial_Clipped_202",17,"Case","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"442",30,"Spatial_Clipped_202",18,"Case","Object","Old lady kisses star","","SOSVO","SVO","VerbMedial","Spatial.Present","1","1","0","Adjacent",1
"443",30,"Spatial_Clipped_202",19,"Case","Person","Old lady rubs fireman","","SOVOSVO","SVO","VerbMedial","Spatial.Present","1","1","1","Adjacent",1
"444",30,"Spatial_Clipped_202",20,"Case","Person","Girl throws old lady","","SOSVOV","VOV","Unclassified","Spatial.Present","1","1","0","Unclassified",1
"445",30,"Spatial_Clipped_203",24,"Case","Object","Boy pokes heart","","OSVO","SVO","VerbMedial","Spatial.Present","1","0","0","Adjacent",1
"446",30,"Spatial_Clipped_204",25,"Case","Object","Fireman lifts car","","OSOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"447",30,"Spatial_Clipped_204",26,"Case","Person","Old lady pokes fireman","","SOSVOVSV","VSV","Unclassified","Spatial.Absent","1","1","1","Unclassified",1
"448",30,"Spatial_Clipped_204",28,"Case","Person","Girl kisses boy","","SOSVO","SVO","VerbMedial","Spatial.Present","1","0","1","Adjacent",1
"449",31,"Spatial_Clipped_205",5,"Free","Object","Boy kicks ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"450",31,"Spatial_Clipped_205",6,"Free","Object","Girl pushes car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"451",31,"Spatial_Clipped_205",8,"Free","Person","Fireman pushes boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"452",31,"Spatial_Clipped_206",11,"Free","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"453",31,"Spatial_Clipped_206",12,"Free","Person","Boy lifts girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"454",31,"Spatial_Clipped_206",9,"Free","Object","Old lady elbows ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"455",31,"Spatial_Clipped_207",13,"Free","Object","Fireman throws star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"456",31,"Spatial_Clipped_207",15,"Free","Person","Girl elbows old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"457",31,"Spatial_Clipped_208",17,"Free","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"458",31,"Spatial_Clipped_208",18,"Free","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"459",31,"Spatial_Clipped_208",19,"Free","Person","Old lady rubs fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"460",31,"Spatial_Clipped_208",20,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"461",31,"Spatial_Clipped_209",24,"Free","Object","Boy pokes heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"462",31,"Spatial_Clipped_210",25,"Free","Object","Fireman lifts car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"463",31,"Spatial_Clipped_210",26,"Free","Person","Old lady pokes fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"464",31,"Spatial_Clipped_210",28,"Free","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"465",31,"Spatial_Clipped_211",5,"Case","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"466",31,"Spatial_Clipped_211",6,"Case","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"467",31,"Spatial_Clipped_211",8,"Case","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"468",31,"Spatial_Clipped_212",11,"Case","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"469",31,"Spatial_Clipped_212",12,"Case","Person","Boy lifts girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"470",31,"Spatial_Clipped_212",9,"Case","Object","Old lady elbows ball","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"471",31,"Spatial_Clipped_213",13,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"472",31,"Spatial_Clipped_213",15,"Case","Person","Girl elbows old lady","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"473",31,"Spatial_Clipped_214",17,"Case","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"474",31,"Spatial_Clipped_214",18,"Case","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"475",31,"Spatial_Clipped_214",19,"Case","Person","Old lady rubs fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"476",31,"Spatial_Clipped_214",20,"Case","Person","Girl throws old lady","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"477",31,"Spatial_Clipped_215",24,"Case","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"478",31,"Spatial_Clipped_216",25,"Case","Object","Fireman lifts car","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"479",31,"Spatial_Clipped_216",26,"Case","Person","Old lady pokes fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"480",31,"Spatial_Clipped_216",28,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"481",32,"Spatial_Clipped_217",5,"Free","Person","Girl kisses boy","","SV","SV","Unclassified","Spatial.Present","0","1","0","Unclassified",1
"482",32,"Spatial_Clipped_217",7,"Free","Person","Old lady pokes fireman","","SV","SV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"483",32,"Spatial_Clipped_217",8,"Free","Object","Fireman lifts car","","OV","OV","Unclassified","Spatial.Present","0","1","0","Unclassified",1
"484",32,"Spatial_Clipped_218",9,"Free","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Absent","0","1","0","NonAdjacent",1
"485",32,"Spatial_Clipped_219",13,"Free","Person","Girl throws old lady","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","1","NonAdjacent",1
"486",32,"Spatial_Clipped_219",14,"Free","Person","Old lady rubs fireman","","OSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"487",32,"Spatial_Clipped_219",15,"Free","Object","Old lady kisses star","","OSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"488",32,"Spatial_Clipped_219",16,"Free","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"489",32,"Spatial_Clipped_220",18,"Free","Person","Girl elbows old lady","","SOV","SOV","VerbLateral","Spatial.Present","0","1","1","NonAdjacent",1
"490",32,"Spatial_Clipped_220",20,"Free","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Present","0","1","0","NonAdjacent",1
"491",32,"Spatial_Clipped_221",21,"Free","Person","Boy lifts girl","","SOV","SOV","VerbLateral","Spatial.Present","0","1","0","NonAdjacent",1
"492",32,"Spatial_Clipped_221",22,"Free","Object","Girl rubs heart","","OSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"493",32,"Spatial_Clipped_221",24,"Free","Object","Old lady elbows ball","","OSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"494",32,"Spatial_Clipped_222",25,"Free","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Present","0","1","0","NonAdjacent",1
"495",32,"Spatial_Clipped_222",27,"Free","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Present","0","1","0","NonAdjacent",1
"496",32,"Spatial_Clipped_222",28,"Free","Object","Boy kicks ball","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"497",32,"Spatial_Clipped_223",5,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"498",32,"Spatial_Clipped_223",7,"Case","Person","Old lady pokes fireman","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"499",32,"Spatial_Clipped_223",8,"Case","Object","Fireman lifts car","","OSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"500",32,"Spatial_Clipped_224",9,"Case","Object","Boy pokes heart","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"501",32,"Spatial_Clipped_225",13,"Case","Person","Girl throws old lady","","OSV","OSV","VerbLateral","Spatial.Present","0","0","1","Adjacent",1
"502",32,"Spatial_Clipped_225",14,"Case","Person","Old lady rubs fireman","","OSV","OSV","VerbLateral","Spatial.Present","1","0","1","Adjacent",1
"503",32,"Spatial_Clipped_225",15,"Case","Object","Old lady kisses star","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"504",32,"Spatial_Clipped_225",16,"Case","Person","Fireman kicks girl","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"505",32,"Spatial_Clipped_226",18,"Case","Person","Girl elbows old lady","","SOV","SOV","VerbLateral","Spatial.Present","0","0","1","NonAdjacent",1
"506",32,"Spatial_Clipped_226",20,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"507",32,"Spatial_Clipped_227",21,"Case","Person","Boy lifts girl","","OSV","OSV","VerbLateral","Spatial.Present","0","0","1","Adjacent",1
"508",32,"Spatial_Clipped_227",22,"Case","Object","Girl rubs heart","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"509",32,"Spatial_Clipped_227",24,"Case","Object","Old lady elbows ball","","OSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"510",32,"Spatial_Clipped_228",25,"Case","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"511",32,"Spatial_Clipped_228",27,"Case","Object","Girl pushes car","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"512",32,"Spatial_Clipped_228",28,"Case","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"513",33,"Spatial_Clipped_229",5,"Free","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Absent","1","0","1","NonAdjacent",1
"514",33,"Spatial_Clipped_229",7,"Free","Person","Old lady pokes fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"515",33,"Spatial_Clipped_229",8,"Free","Object","Fireman lifts car","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"516",33,"Spatial_Clipped_230",9,"Free","Object","Boy pokes heart","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"517",33,"Spatial_Clipped_231",13,"Free","Person","Girl throws old lady","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","1","Adjacent",1
"518",33,"Spatial_Clipped_231",14,"Free","Person","Old lady rubs fireman","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","1","Adjacent",1
"519",33,"Spatial_Clipped_231",15,"Free","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"520",33,"Spatial_Clipped_231",16,"Free","Person","Fireman kicks girl","","SOSVO","SVO","VerbMedial","Spatial.Present","1","0","1","Adjacent",1
"521",33,"Spatial_Clipped_232",18,"Free","Person","Girl elbows old lady","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","1","Adjacent",1
"522",33,"Spatial_Clipped_232",20,"Free","Object","Fireman throws star","","SOSV","OSV","VerbLateral","Spatial.Absent","1","1","0","Adjacent",1
"523",33,"Spatial_Clipped_233",21,"Free","Person","Boy lifts girl","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","1","Adjacent",1
"524",33,"Spatial_Clipped_233",22,"Free","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"525",33,"Spatial_Clipped_233",24,"Free","Object","Old lady elbows ball","","SOSOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"526",33,"Spatial_Clipped_234",25,"Free","Person","Fireman pushes boy","","SOSOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"527",33,"Spatial_Clipped_234",27,"Free","Object","Girl pushes car","","SOSVO","SVO","VerbMedial","Spatial.Present","1","1","0","Adjacent",1
"528",33,"Spatial_Clipped_234",28,"Free","Object","Boy kicks ball","","SOSOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"529",33,"Spatial_Clipped_235",5,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"530",33,"Spatial_Clipped_235",7,"Case","Person","Old lady pokes fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"531",33,"Spatial_Clipped_235",8,"Case","Object","Fireman lifts car","","SOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"532",33,"Spatial_Clipped_236",9,"Case","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"533",33,"Spatial_Clipped_237",13,"Case","Person","Girl throws old lady","","SOSOVSVOV","VOV","Unclassified","Spatial.Present","1","1","1","Unclassified",1
"534",33,"Spatial_Clipped_237",14,"Case","Person","Old lady rubs fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"535",33,"Spatial_Clipped_237",15,"Case","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
