"","Subject","Clipped.Movie.File","Trial.Number","GestureCondition","Object.Type","Sentence","Used.ASL","Final.Full.WordOrder","WordOrder","WordOrder.Classified","SpatialCue","Agent.Embod","Verb.Embod","Patient.Embod","WordOrder.Embod.Classified","ToInclude.Participant"
"170",7,"Spatial_Clipped_100",20,"Free","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"171",7,"Spatial_Clipped_101",21,"Free","Person","Boy lifts girl","","SV","SV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"172",7,"Spatial_Clipped_101",22,"Free","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"173",7,"Spatial_Clipped_101",24,"Free","Object","Old lady elbows ball","","OSV","OSV","VerbLateral","Spatial.Absent","1","1","0","Adjacent",1
"174",7,"Spatial_Clipped_102",25,"Free","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"175",7,"Spatial_Clipped_102",27,"Free","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"176",7,"Spatial_Clipped_102",28,"Free","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Absent","0","0","0","NonAdjacent",1
"177",7,"Spatial_Clipped_103",5,"Case","Person","Girl kisses boy","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"178",7,"Spatial_Clipped_103",7,"Case","Person","Old lady pokes fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"179",7,"Spatial_Clipped_103",8,"Case","Object","Fireman lifts car","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"180",7,"Spatial_Clipped_104",9,"Case","Object","Boy pokes heart","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"181",7,"Spatial_Clipped_105",13,"Case","Person","Girl throws old lady","","OSV","OSV","VerbLateral","Spatial.Present","1","0","1","Adjacent",1
"182",7,"Spatial_Clipped_105",14,"Case","Person","Old lady rubs fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"183",7,"Spatial_Clipped_105",15,"Case","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"184",7,"Spatial_Clipped_105",16,"Case","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"185",7,"Spatial_Clipped_106",18,"Case","Person","Girl elbows old lady","","OSV","OSV","VerbLateral","Spatial.Present","1","0","1","Adjacent",1
"186",7,"Spatial_Clipped_106",20,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"187",7,"Spatial_Clipped_107",21,"Case","Person","Boy lifts girl","","SOV","SOV","VerbLateral","Spatial.Present","0","0","1","NonAdjacent",1
"188",7,"Spatial_Clipped_107",22,"Case","Object","Girl rubs heart","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"189",7,"Spatial_Clipped_107",24,"Case","Object","Old lady elbows ball","","OSV","OSV","VerbLateral","Spatial.Present","1","0","0","Adjacent",1
"190",7,"Spatial_Clipped_108",25,"Case","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"191",7,"Spatial_Clipped_108",27,"Case","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"192",7,"Spatial_Clipped_108",28,"Case","Object","Boy kicks ball","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"193",8,"Spatial_Clipped_109",5,"Free","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Absent","0","0","0","NonAdjacent",1
"194",8,"Spatial_Clipped_109",6,"Free","Object","Girl pushes car","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"195",8,"Spatial_Clipped_109",8,"Free","Person","Fireman pushes boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"196",8,"Spatial_Clipped_110",11,"Free","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Absent","0","1","0","NonAdjacent",1
"197",8,"Spatial_Clipped_110",12,"Free","Person","Boy lifts girl","","SVO","SVO","VerbMedial","Spatial.Absent","0","1","0","Adjacent",1
"198",8,"Spatial_Clipped_110",9,"Free","Object","Old lady elbows ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"199",8,"Spatial_Clipped_111",13,"Free","Object","Fireman throws star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"200",8,"Spatial_Clipped_111",15,"Free","Person","Girl elbows old lady","","SVO","SVO","VerbMedial","Spatial.Absent","0","1","1","Adjacent",1
"201",8,"Spatial_Clipped_112",17,"Free","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","0","0","Adjacent",1
"202",8,"Spatial_Clipped_112",18,"Free","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Absent","1","0","0","Adjacent",1
"203",8,"Spatial_Clipped_112",19,"Free","Person","Old lady rubs fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"204",8,"Spatial_Clipped_112",20,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","0","1","1","Adjacent",1
"205",8,"Spatial_Clipped_113",24,"Free","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Absent","0","1","0","NonAdjacent",1
"206",8,"Spatial_Clipped_114",25,"Free","Object","Fireman lifts car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"207",8,"Spatial_Clipped_114",26,"Free","Person","Old lady pokes fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"208",8,"Spatial_Clipped_114",28,"Free","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Absent","0","0","0","Adjacent",1
"209",8,"Spatial_Clipped_115",5,"Case","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"210",8,"Spatial_Clipped_115",6,"Case","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"211",8,"Spatial_Clipped_115",8,"Case","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"212",8,"Spatial_Clipped_116",11,"Case","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"213",8,"Spatial_Clipped_116",12,"Case","Person","Boy lifts girl","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"214",8,"Spatial_Clipped_116",9,"Case","Object","Old lady elbows ball","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"215",8,"Spatial_Clipped_117",13,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"216",8,"Spatial_Clipped_117",15,"Case","Person","Girl elbows old lady","","SOV","SOV","VerbLateral","Spatial.Present","0","0","1","NonAdjacent",1
"217",8,"Spatial_Clipped_118",17,"Case","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"218",8,"Spatial_Clipped_118",18,"Case","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"219",8,"Spatial_Clipped_118",19,"Case","Person","Old lady rubs fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"220",8,"Spatial_Clipped_118",20,"Case","Person","Girl throws old lady","","SOV","SOV","VerbLateral","Spatial.Present","0","0","1","NonAdjacent",1
"221",8,"Spatial_Clipped_119",24,"Case","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"222",8,"Spatial_Clipped_120",25,"Case","Object","Fireman lifts car","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"223",8,"Spatial_Clipped_120",26,"Case","Person","Old lady pokes fireman","","OSV","OSV","VerbLateral","Spatial.Present","1","0","1","Adjacent",1
"224",8,"Spatial_Clipped_120",28,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"225",21,"Spatial_Clipped_001",5,"Free","Object","Boy kicks ball","","SV","SV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"226",21,"Spatial_Clipped_001",6,"Free","Object","Girl pushes car","","SV","SV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"227",21,"Spatial_Clipped_001",8,"Free","Person","Fireman pushes boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"228",21,"Spatial_Clipped_002",11,"Free","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"229",21,"Spatial_Clipped_002",12,"Free","Person","Boy lifts girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"230",21,"Spatial_Clipped_002",9,"Free","Object","Old lady elbows ball","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"231",21,"Spatial_Clipped_003",13,"Free","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"232",21,"Spatial_Clipped_003",15,"Free","Person","Girl elbows old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"233",21,"Spatial_Clipped_004",17,"Free","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"234",21,"Spatial_Clipped_004",18,"Free","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"235",21,"Spatial_Clipped_004",19,"Free","Person","Old lady rubs fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"236",21,"Spatial_Clipped_004",20,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"237",21,"Spatial_Clipped_005",24,"Free","Object","Boy pokes heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"238",21,"Spatial_Clipped_006",25,"Free","Object","Fireman lifts car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"239",21,"Spatial_Clipped_006",26,"Free","Person","Old lady pokes fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"240",21,"Spatial_Clipped_006",28,"Free","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"241",21,"Spatial_Clipped_007",5,"Case","Object","Boy kicks ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"242",21,"Spatial_Clipped_007",6,"Case","Object","Girl pushes car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"243",21,"Spatial_Clipped_007",8,"Case","Person","Fireman pushes boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"244",21,"Spatial_Clipped_008",11,"Case","Object","Girl rubs heart","","SVO","SVO","VerbMedial","Spatial.Present","1","1","0","Adjacent",1
"245",21,"Spatial_Clipped_008",12,"Case","Person","Boy lifts girl","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","1","Unclassified",1
"246",21,"Spatial_Clipped_008",9,"Case","Object","Old lady elbows ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"247",21,"Spatial_Clipped_009",13,"Case","Object","Fireman throws star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"248",21,"Spatial_Clipped_009",15,"Case","Person","Girl elbows old lady","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","1","Unclassified",1
"249",21,"Spatial_Clipped_010",17,"Case","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"250",21,"Spatial_Clipped_010",18,"Case","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Present","1","1","0","Adjacent",1
"251",21,"Spatial_Clipped_010",19,"Case","Person","Old lady rubs fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"252",21,"Spatial_Clipped_010",20,"Case","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"253",21,"Spatial_Clipped_011",24,"Case","Object","Boy pokes heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"254",21,"Spatial_Clipped_012",25,"Case","Object","Fireman lifts car","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"255",21,"Spatial_Clipped_012",26,"Case","Person","Old lady pokes fireman","","SVO","SVO","VerbMedial","Spatial.Present","1","1","1","Adjacent",1
"256",21,"Spatial_Clipped_012",28,"Case","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Present","1","1","1","Adjacent",1
"257",22,"Spatial_Clipped_013",5,"Free","Object","Boy kicks ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"258",22,"Spatial_Clipped_013",6,"Free","Object","Girl pushes car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"259",22,"Spatial_Clipped_013",8,"Free","Person","Fireman pushes boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"260",22,"Spatial_Clipped_014",11,"Free","Object","Girl rubs heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"261",22,"Spatial_Clipped_014",12,"Free","Person","Boy lifts girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"262",22,"Spatial_Clipped_014",9,"Free","Object","Old lady elbows ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"263",22,"Spatial_Clipped_015",13,"Free","Object","Fireman throws star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"264",22,"Spatial_Clipped_015",15,"Free","Person","Girl elbows old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"265",22,"Spatial_Clipped_016",17,"Free","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"266",22,"Spatial_Clipped_016",18,"Free","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"267",22,"Spatial_Clipped_016",19,"Free","Person","Old lady rubs fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"268",22,"Spatial_Clipped_016",20,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"269",22,"Spatial_Clipped_017",24,"Free","Object","Boy pokes heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"270",22,"Spatial_Clipped_018",25,"Free","Object","Fireman lifts car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"271",22,"Spatial_Clipped_018",26,"Free","Person","Old lady pokes fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"272",22,"Spatial_Clipped_018",28,"Free","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"273",22,"Spatial_Clipped_019",5,"Case","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"274",22,"Spatial_Clipped_019",6,"Case","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"275",22,"Spatial_Clipped_019",8,"Case","Person","Fireman pushes boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"276",22,"Spatial_Clipped_020",11,"Case","Object","Girl rubs heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"277",22,"Spatial_Clipped_020",12,"Case","Person","Boy lifts girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"278",22,"Spatial_Clipped_020",9,"Case","Object","Old lady elbows ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"279",22,"Spatial_Clipped_021",13,"Case","Object","Fireman throws star","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"280",22,"Spatial_Clipped_021",15,"Case","Person","Girl elbows old lady","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"281",22,"Spatial_Clipped_022",17,"Case","Person","Fireman kicks girl","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"282",22,"Spatial_Clipped_022",18,"Case","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"283",22,"Spatial_Clipped_022",19,"Case","Person","Old lady rubs fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"284",22,"Spatial_Clipped_022",20,"Case","Person","Girl throws old lady","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"285",22,"Spatial_Clipped_023",24,"Case","Object","Boy pokes heart","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"286",22,"Spatial_Clipped_024",25,"Case","Object","Fireman lifts car","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"287",22,"Spatial_Clipped_024",26,"Case","Person","Old lady pokes fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"288",22,"Spatial_Clipped_024",28,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","1","0","1","NonAdjacent",1
"289",25,"Spatial_Clipped_133",5,"Free","Person","Girl kisses boy","","SV","SV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"290",25,"Spatial_Clipped_133",7,"Free","Person","Old lady pokes fireman","","VSOV","","Unclassified","Spatial.Absent","0","1","1","Unclassified",1
"291",25,"Spatial_Clipped_133",8,"Free","Object","Fireman lifts car","","VO","VO","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"292",25,"Spatial_Clipped_134",9,"Free","Object","Boy pokes heart","","VO","VO","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"293",25,"Spatial_Clipped_135",13,"Free","Person","Girl throws old lady","","VO","VO","Unclassified","Spatial.Absent","0","1","1","Unclassified",1
"294",25,"Spatial_Clipped_135",14,"Free","Person","Old lady rubs fireman","","OVS","OVS","VerbMedial","Spatial.Absent","1","1","0","NonAdjacent",1
"295",25,"Spatial_Clipped_135",15,"Free","Object","Old lady kisses star","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"296",25,"Spatial_Clipped_135",16,"Free","Person","Fireman kicks girl","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"297",25,"Spatial_Clipped_136",18,"Free","Person","Girl elbows old lady","","VO","VO","Unclassified","Spatial.Absent","0","1","1","Unclassified",1
"298",25,"Spatial_Clipped_136",20,"Free","Object","Fireman throws star","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"299",25,"Spatial_Clipped_137",21,"Free","Person","Boy lifts girl","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"300",25,"Spatial_Clipped_137",22,"Free","Object","Girl rubs heart","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"301",25,"Spatial_Clipped_137",24,"Free","Object","Old lady elbows ball","","VO","VO","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"302",25,"Spatial_Clipped_138",25,"Free","Person","Fireman pushes boy","","VO","VO","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"303",25,"Spatial_Clipped_138",27,"Free","Object","Girl pushes car","","SVO","SVO","VerbMedial","Spatial.Absent","0","1","0","Adjacent",1
"304",25,"Spatial_Clipped_138",28,"Free","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"305",25,"Spatial_Clipped_139",5,"Case","Person","Girl kisses boy","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"306",25,"Spatial_Clipped_139",7,"Case","Person","Old lady pokes fireman","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"307",25,"Spatial_Clipped_139",8,"Case","Object","Fireman lifts car","","S(OV)","S(OV)","Unclassified","Spatial.Present","0","0","0","Unclassified",1
"308",25,"Spatial_Clipped_140",9,"Case","Object","Boy pokes heart","","OV","OV","Unclassified","Spatial.Present","0","1","0","Unclassified",1
"309",25,"Spatial_Clipped_141",13,"Case","Person","Girl throws old lady","","V","V","Unclassified","Spatial.Present","0","0","0","Unclassified",1
"310",25,"Spatial_Clipped_141",14,"Case","Person","Old lady rubs fireman","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"311",25,"Spatial_Clipped_141",15,"Case","Object","Old lady kisses star","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"312",25,"Spatial_Clipped_141",16,"Case","Person","Fireman kicks girl","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"313",25,"Spatial_Clipped_142",18,"Case","Person","Girl elbows old lady","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"314",25,"Spatial_Clipped_142",20,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"315",25,"Spatial_Clipped_143",21,"Case","Person","Boy lifts girl","","SOV","SOV","VerbLateral","Spatial.Absent","0","0","0","NonAdjacent",1
"316",25,"Spatial_Clipped_143",22,"Case","Object","Girl rubs heart","","OVS","OVS","VerbMedial","Spatial.Present","0","0","0","NonAdjacent",1
"317",25,"Spatial_Clipped_143",24,"Case","Object","Old lady elbows ball","","OSV","","Unclassified","Spatial.Present","0","0","0","Unclassified",1
"318",25,"Spatial_Clipped_144",25,"Case","Person","Fireman pushes boy","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"319",25,"Spatial_Clipped_144",27,"Case","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Present","0","0","0","NonAdjacent",1
"320",25,"Spatial_Clipped_144",28,"Case","Object","Boy kicks ball","","OSV","OSV","VerbLateral","Spatial.Present","0","0","0","Adjacent",1
"321",26,"Spatial_Clipped_145",5,"Free","Object","Boy kicks ball","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"322",26,"Spatial_Clipped_145",6,"Free","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"323",26,"Spatial_Clipped_145",8,"Free","Person","Fireman pushes boy","","SV","SV","Unclassified","Spatial.Absent","1","1","0","Unclassified",1
"324",26,"Spatial_Clipped_146",11,"Free","Object","Girl rubs heart","","OVS","OVS","VerbMedial","Spatial.Absent","1","1","0","NonAdjacent",1
"325",26,"Spatial_Clipped_146",12,"Free","Person","Boy lifts girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"326",26,"Spatial_Clipped_146",9,"Free","Object","Old lady elbows ball","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"327",26,"Spatial_Clipped_147",13,"Free","Object","Fireman throws star","","OV","OV","Unclassified","Spatial.Absent","0","1","0","Unclassified",1
"328",26,"Spatial_Clipped_147",15,"Free","Person","Girl elbows old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"329",26,"Spatial_Clipped_148",17,"Free","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"330",26,"Spatial_Clipped_148",18,"Free","Object","Old lady kisses star","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","0","Adjacent",1
"331",26,"Spatial_Clipped_148",19,"Free","Person","Old lady rubs fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"332",26,"Spatial_Clipped_148",20,"Free","Person","Girl throws old lady","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"333",26,"Spatial_Clipped_149",24,"Free","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"334",26,"Spatial_Clipped_150",25,"Free","Object","Fireman lifts car","","SOSV","OSV","VerbLateral","Spatial.Absent","1","1","0","Adjacent",1
"335",26,"Spatial_Clipped_150",26,"Free","Person","Old lady pokes fireman","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"336",26,"Spatial_Clipped_150",28,"Free","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"337",26,"Spatial_Clipped_151",5,"Case","Object","Boy kicks ball","","SOV","SOV","VerbLateral","Spatial.Present","1","0","0","NonAdjacent",1
"338",26,"Spatial_Clipped_151",6,"Case","Object","Girl pushes car","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"339",26,"Spatial_Clipped_151",8,"Case","Person","Fireman pushes boy","","SVOSVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"340",26,"Spatial_Clipped_152",11,"Case","Object","Girl rubs heart","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"341",26,"Spatial_Clipped_152",12,"Case","Person","Boy lifts girl","","SVOV","VOV","Unclassified","Spatial.Absent","1","1","1","Unclassified",1
"342",26,"Spatial_Clipped_152",9,"Case","Object","Old lady elbows ball","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"343",26,"Spatial_Clipped_153",13,"Case","Object","Fireman throws star","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","0","NonAdjacent",1
"344",26,"Spatial_Clipped_153",15,"Case","Person","Girl elbows old lady","","SOSOVSOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"345",26,"Spatial_Clipped_154",17,"Case","Person","Fireman kicks girl","","SVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"346",26,"Spatial_Clipped_154",18,"Case","Object","Old lady kisses star","","SOSV","OSV","VerbLateral","Spatial.Present","1","1","0","Adjacent",1
"347",26,"Spatial_Clipped_154",19,"Case","Person","Old lady rubs fireman","","SOV","SOV","VerbLateral","Spatial.Present","1","1","1","NonAdjacent",1
"348",26,"Spatial_Clipped_154",20,"Case","Person","Girl throws old lady","","SOV","SOV","VerbLateral","Spatial.Absent","1","1","1","NonAdjacent",1
"349",26,"Spatial_Clipped_155",24,"Case","Object","Boy pokes heart","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"350",26,"Spatial_Clipped_156",25,"Case","Object","Fireman lifts car","","SOV","SOV","VerbLateral","Spatial.Present","1","1","0","NonAdjacent",1
"351",26,"Spatial_Clipped_156",26,"Case","Person","Old lady pokes fireman","","SOSVO","SVO","VerbMedial","Spatial.Absent","1","1","1","Adjacent",1
"352",26,"Spatial_Clipped_156",28,"Case","Person","Girl kisses boy","","SVO","SVO","VerbMedial","Spatial.Present","1","1","1","Adjacent",1
